Compound,SampID,Area,slope,Conc_nM_vial,time,Time,biorep,treatment,treatment_number,Pro,BacTot,BacSml,BacLrg,Grz,Phage,Vol.filt.mL,nM.in.smp
Vitamin B5,B_1C_T36,3995171,-14890.411919040484,-268.30493486156314,T36,36,B,C,1,31000000,3480000,1010000,2460000,0,0,300,-0.3577399131487509
Vitamin B5,B_1C_T36,3995171,-8889.798160621183,-449.41076589311825,T36,36,B,C,1,31000000,3480000,1010000,2460000,0,0,300,-0.5992143545241577
Vitamin B5,B_1C_T42,815062,-14890.411919040484,-54.73737089554749,T42,42,B,C,1,33100000,4110000,1360000,2750000,0,0,50,-0.4378989671643799
Vitamin B5,B_1C_T42,815062,-8889.798160621183,-91.68509625004205,T42,42,B,C,1,33100000,4110000,1360000,2750000,0,0,50,-0.7334807700003364
Vitamin B5,B_1C_T48,2653803,-14890.411919040484,-178.22226909697252,T48,48,B,C,1,44700000,4720000,1860000,2860000,0,0,100,-0.7128890763878902
Vitamin B5,B_1C_T48,2653803,-8889.798160621183,-298.522300737429,T48,48,B,C,1,44700000,4720000,1860000,2860000,0,0,100,-1.194089202949716
Vitamin B5,B_1C_T6,276013,-14890.411919040484,-18.536290433111528,T6,6,B,C,1,17500000,880000,220000,660000,0,0,50,-0.14829032346489224
Vitamin B5,B_1C_T6,276013,-8889.798160621183,-31.048286475461815,T6,6,B,C,1,17500000,880000,220000,660000,0,0,50,-0.24838629180369454
Vitamin B5,B_3LV_T0,125533,-14890.411919040484,-8.430458518040055,T0,0,B,LV,3,18500000,587000,219000,368000,0,97700,50,-0.06744366814432044
Vitamin B5,B_3LV_T0,125533,-8889.798160621183,-14.121018017717093,T0,0,B,LV,3,18500000,587000,219000,368000,0,97700,50,-0.11296814414173675
Vitamin B5,B_3LV_T12,206458,-14890.411919040484,-13.865163779384812,T12,12,B,LV,3,14300000,1520000,258000,1270000,0,126000,50,-0.11092131023507851
Vitamin B5,B_3LV_T12,206458,-8889.798160621183,-23.22414933046956,T12,12,B,LV,3,14300000,1520000,258000,1270000,0,126000,50,-0.1857931946437565
Vitamin B5,B_3LV_T24,1311253,-14890.411919040484,-88.06022339269813,T24,24,B,LV,3,26300000,2350000,854000,1490000,0,1760000,100,-0.3522408935707926
Vitamin B5,B_3LV_T24,1311253,-8889.798160621183,-147.5008741827694,T24,24,B,LV,3,26300000,2350000,854000,1490000,0,1760000,100,-0.5900034967310775
Vitamin B5,B_3LV_T36,121720536,-14890.411919040484,-8174.42369370286,T36,36,B,LV,3,24100000,4020000,609000,3410000,0,38100000,300,-10.899231591603813
Vitamin B5,B_3LV_T36,121720536,-8889.798160621183,-13692.159686952291,T36,36,B,LV,3,24100000,4020000,609000,3410000,0,38100000,300,-18.25621291593639
Vitamin B5,B_3LV_T48,13886977,-14890.411919040484,-932.6120107021765,T48,48,B,LV,3,11300000,10600000,1650000,9000000,0,290000000,100,-3.730448042808706
Vitamin B5,B_3LV_T48,13886977,-8889.798160621183,-1562.1251179261458,T48,48,B,LV,3,11300000,10600000,1650000,9000000,0,290000000,100,-6.248500471704583
Vitamin B5,B_4LGV_T0,123866,-14890.411919040484,-8.318507283308369,T0,0,B,LGV,4,19200000,510000,215000,295000,364,7020000,50,-0.06654805826646695
Vitamin B5,B_4LGV_T0,123866,-8889.798160621183,-13.933499699541517,T0,0,B,LGV,4,19200000,510000,215000,295000,364,7020000,50,-0.11146799759633215
Vitamin B5,B_4LGV_T12,418899,-14890.411919040484,-28.13212974077303,T12,12,B,LGV,4,12900000,1190000,189000,1000000,1160,84000000,50,-0.22505703792618428
Vitamin B5,B_4LGV_T12,418899,-8889.798160621183,-47.12131731579483,T12,12,B,LGV,4,12900000,1190000,189000,1000000,1160,84000000,50,-0.37697053852635865
Vitamin B5,B_4LGV_T24,66,-14890.411919040484,-0.004432382418890998,T24,24,B,LGV,4,6940000,2100000,237000,1860000,3200,380000000,100,-1.772952967556399e-5
Vitamin B5,B_4LGV_T24,66,-8889.798160621183,-0.007424240551642421,T24,24,B,LGV,4,6940000,2100000,237000,1860000,3200,380000000,100,-2.9696962206569685e-5
Vitamin B5,B_4LGV_T36,3475395,-14890.411919040484,-233.3981772227527,T36,36,B,LGV,4,509000,3940000,1050000,2890000,10900,340000000,300,-0.311197569630337
Vitamin B5,B_4LGV_T36,3475395,-8889.798160621183,-390.94194684811083,T36,36,B,LGV,4,509000,3940000,1050000,2890000,10900,340000000,300,-0.5212559291308144
Vitamin B5,B_4LGV_T48,379157,-14890.411919040484,-25.46316395150688,T48,48,B,LGV,4,38400,152000,90400,61600,37000,403000000,300,-0.033950885268675846
Vitamin B5,B_4LGV_T48,379157,-8889.798160621183,-42.65079961877402,T48,48,B,LGV,4,38400,152000,90400,61600,37000,403000000,300,-0.05686773282503203
Vitamin B5,B_6HV_T0,200557,-14890.411919040484,-13.46886849675033,T0,0,B,HV,6,16900000,732000,289000,443000,0,8360000,50,-0.10775094797400264
Vitamin B5,B_6HV_T0,200557,-8889.798160621183,-22.560354732056805,T0,0,B,HV,6,16900000,732000,289000,443000,0,8360000,50,-0.18048283785645447
Vitamin B5,B_6HV_T12,54793,-14890.411919040484,-3.679750452701431,T12,12,B,HV,6,13800000,1200000,161000,1040000,0,25200000,50,-0.029438003621611447
Vitamin B5,B_6HV_T12,54793,-8889.798160621183,-6.163582008274897,T12,12,B,HV,6,13800000,1200000,161000,1040000,0,25200000,50,-0.04930865606619918
Vitamin B5,B_6HV_T24,4600096,-14890.411919040484,-308.9300702365273,T24,24,B,HV,6,11000000,2300000,325000,1980000,0,271000000,100,-1.2357202809461092
Vitamin B5,B_6HV_T24,4600096,-8889.798160621183,-517.4578676461833,T24,24,B,HV,6,11000000,2300000,325000,1980000,0,271000000,100,-2.0698314705847336
Vitamin B5,B_6HV_T36,121652416,-14890.411919040484,-8169.84893778809,T36,36,B,HV,6,943000,7370000,1210000,6160000,0,270000000,270,-12.103479907834206
Vitamin B5,B_6HV_T36,121652416,-8889.798160621183,-13684.496970795051,T36,36,B,HV,6,943000,7370000,1210000,6160000,0,270000000,270,-20.2733288456223
Vitamin B5,B_6HV_T48,10744295,-14890.411919040484,-721.557943354219,T48,48,B,HV,6,868000,11900000,5400000,6470000,0,286000000,100,-2.8862317734168763
Vitamin B5,B_6HV_T48,10744295,-8889.798160621183,-1208.6095551183168,T48,48,B,HV,6,868000,11900000,5400000,6470000,0,286000000,100,-4.834438220473268
Vitamin B5,C_1C_T0,319326,-14890.411919040484,-21.445074974163436,T0,0,C,C,1,16400000,1250000,556000,689000,0,0,50,-0.1715605997933075
Vitamin B5,C_1C_T0,319326,-8889.798160621183,-35.92050058172376,T0,0,C,C,1,16400000,1250000,556000,689000,0,0,50,-0.2873640046537901
Vitamin B5,C_1C_T12,460521,-14890.411919040484,-30.927351271668197,T12,12,C,C,1,16800000,1650000,749000,902000,0,0,50,-0.24741881017334558
Vitamin B5,C_1C_T12,460521,-8889.798160621183,-51.80331338004424,T12,12,C,C,1,16800000,1650000,749000,902000,0,0,50,-0.4144265070403539
Vitamin B5,C_1C_T18,188451,-14890.411919040484,-12.655862109430718,T18,18,C,C,1,20100000,1740000,867000,874000,0,0,50,-0.10124689687544575
Vitamin B5,C_1C_T18,188451,-8889.798160621183,-21.198569033296454,T18,18,C,C,1,20100000,1740000,867000,874000,0,0,50,-0.16958855226637165
Vitamin B5,C_1C_T24,1755750,-14890.411919040484,-117.91144593890711,T24,24,C,C,1,26500000,2150000,947000,1210000,0,0,100,-0.47164578375562843
Vitamin B5,C_1C_T24,1755750,-8889.798160621183,-197.50167194766942,T24,24,C,C,1,26500000,2150000,947000,1210000,0,0,100,-0.7900066877906777
Vitamin B5,C_1C_T30,839109,-14890.411919040484,-56.35230271413948,T30,30,C,C,1,30700000,1980000,877000,1100000,0,0,50,-0.45081842171311587
Vitamin B5,C_1C_T30,839109,-8889.798160621183,-94.39010704618364,T30,30,C,C,1,30700000,1980000,877000,1100000,0,0,50,-0.7551208563694691
Vitamin B5,C_1C_T36,919126,-14890.411919040484,-61.72602913856981,T36,36,C,C,1,26300000,2330000,1020000,1320000,0,0,100,-0.24690411655427924
Vitamin B5,C_1C_T36,919126,-8889.798160621183,-103.39109880710443,T36,36,C,C,1,26300000,2330000,1020000,1320000,0,0,100,-0.4135643952284177
Vitamin B5,C_1C_T42,663200,-14890.411919040484,-44.53872757891681,T42,42,C,C,1,35700000,2770000,1310000,1450000,0,0,50,-0.35630982063133454
Vitamin B5,C_1C_T42,663200,-8889.798160621183,-74.60236869468567,T42,42,C,C,1,35700000,2770000,1310000,1450000,0,0,50,-0.5968189495574854
Vitamin B5,C_1C_T48,1739438,-14890.411919040484,-116.81597590834726,T48,48,C,C,1,44800000,3090000,1400000,1690000,0,0,100,-0.4672639036333891
Vitamin B5,C_1C_T48,1739438,-8889.798160621183,-195.66675964648167,T48,48,C,C,1,44800000,3090000,1400000,1690000,0,0,100,-0.7826670385859268
Vitamin B5,C_1C_T6,264654,-14890.411919040484,-17.773450555896638,T6,6,C,C,1,18300000,1890000,821000,1070000,0,0,50,-0.1421876044471731
Vitamin B5,C_1C_T6,264654,-8889.798160621183,-29.77052968112687,T6,6,C,C,1,18300000,1890000,821000,1070000,0,0,50,-0.238164237449015
Vitamin B5,C_3LV_T0,206457,-14890.411919040484,-13.865096622075434,T0,0,C,LV,3,17300000,1290000,606000,679000,0,37400,50,-0.11092077297660348
Vitamin B5,C_3LV_T0,206457,-8889.798160621183,-23.224036841976357,T0,0,C,LV,3,17300000,1290000,606000,679000,0,37400,50,-0.18579229473581088
Vitamin B5,C_3LV_T12,180406,-14890.411919040484,-12.115581555491657,T12,12,C,LV,3,16500000,1710000,630000,1080000,0,180000,50,-0.09692465244393325
Vitamin B5,C_3LV_T12,180406,-8889.798160621183,-20.293599105448525,T12,12,C,LV,3,16500000,1710000,630000,1080000,0,180000,50,-0.16234879284358822
Vitamin B5,C_3LV_T24,2452351,-14890.411919040484,-164.69329480832965,T24,24,C,LV,3,27900000,2430000,1130000,1300000,0,2430000,100,-0.6587731792333186
Vitamin B5,C_3LV_T24,2452351,-8889.798160621183,-275.8612688039522,T24,24,C,LV,3,27900000,2430000,1130000,1300000,0,2430000,100,-1.103445075215809
Vitamin B5,C_3LV_T36,2532817,-14890.411919040484,-170.0971748646703,T36,36,C,LV,3,23300000,3110000,810000,2300000,0,103000000,100,-0.6803886994586812
Vitamin B5,C_3LV_T36,2532817,-8889.798160621183,-284.9127678983228,T36,36,C,LV,3,23300000,3110000,810000,2300000,0,103000000,100,-1.139651071593291
Vitamin B5,C_3LV_T48,1124418,-14890.411919040484,-75.51288749522088,T48,48,C,LV,3,12200000,8420000,2100000,6320000,0,260000000,100,-0.3020515499808835
Vitamin B5,C_3LV_T48,1124418,-8889.798160621183,-126.48408655449498,T48,48,C,LV,3,12200000,8420000,2100000,6320000,0,260000000,100,-0.5059363462179799
Vitamin B5,C_4LGV_T0,341314,-14890.411919040484,-22.92172989274791,T0,0,C,LGV,4,16600000,845000,443000,402000,868,11300000,50,-0.18337383914198327
Vitamin B5,C_4LGV_T0,341314,-8889.798160621183,-38.39389757035275,T0,0,C,LGV,4,16600000,845000,443000,402000,868,11300000,50,-0.307151180562822
Vitamin B5,C_4LGV_T12,599364,-14890.411919040484,-40.251673577517934,T12,12,C,LGV,4,12200000,1900000,484000,1420000,3860,183000000,50,-0.3220133886201435
Vitamin B5,C_4LGV_T12,599364,-8889.798160621183,-67.42155324234255,T12,12,C,LGV,4,12200000,1900000,484000,1420000,3860,183000000,50,-0.5393724259387405
Vitamin B5,C_4LGV_T24,2455254,-14890.411919040484,-164.8882524774515,T24,24,C,LGV,4,2840000,948000,179000,769000,16100,285000000,100,-0.6595530099098059
Vitamin B5,C_4LGV_T24,2455254,-8889.798160621183,-276.18782289973126,T24,24,C,LGV,4,2840000,948000,179000,769000,16100,285000000,100,-1.104751291598925
Vitamin B5,C_4LGV_T36,2063137,-14890.411919040484,-138.55472979641692,T36,36,C,LGV,4,7530,172000,41900,130000,66900,246000000,300,-0.18473963972855592
Vitamin B5,C_4LGV_T36,2063137,-8889.798160621183,-232.07917240899835,T36,36,C,LGV,4,7530,172000,41900,130000,66900,246000000,300,-0.3094388965453312
Vitamin B5,C_4LGV_T48,1541064,-14890.411919040484,-103.49371181796722,T48,48,C,LGV,4,3600,211000,40900,170000,55400,171000000,300,-0.13799161575728966
Vitamin B5,C_4LGV_T48,1541064,-8889.798160621183,-173.3519672950951,T48,48,C,LGV,4,3600,211000,40900,170000,55400,171000000,300,-0.23113595639346018
Vitamin B5,C_6HV_T0,371138,-14890.411919040484,-24.92462948761162,T0,0,C,HV,6,16100000,1470000,687000,779000,0,9130000,50,-0.199397035900893
Vitamin B5,C_6HV_T0,371138,-8889.798160621183,-41.74875439174947,T0,0,C,HV,6,16100000,1470000,687000,779000,0,9130000,50,-0.3339900351339958
Vitamin B5,C_6HV_T12,398611,-14890.411919040484,-26.76964224812969,T12,12,C,HV,6,15600000,2120000,468000,1660000,0,38100000,50,-0.21415713798503752
Vitamin B5,C_6HV_T12,398611,-8889.798160621183,-44.839150765617234,T12,12,C,HV,6,15600000,2120000,468000,1660000,0,38100000,50,-0.3587132061249379
Vitamin B5,C_6HV_T24,6779299,-14890.411919040484,-455.2794803031109,T24,24,C,HV,6,8120000,4650000,773000,3880000,0,287000000,100,-1.8211179212124438
Vitamin B5,C_6HV_T24,6779299,-8889.798160621183,-762.5931295077108,T24,24,C,HV,6,8120000,4650000,773000,3880000,0,287000000,100,-3.0503725180308434
Vitamin B5,C_6HV_T36,11326191,-14890.411919040484,-760.6365130515371,T36,36,C,HV,6,1230000,7890000,4510000,3380000,0,180000000,100,-3.0425460522061485
Vitamin B5,C_6HV_T36,11326191,-8889.798160621183,-1274.0661593613247,T36,36,C,HV,6,1230000,7890000,4510000,3380000,0,180000000,100,-5.096264637445299
Vitamin B5,C_6HV_T48,11619575,-14890.411919040484,-780.3393931058389,T48,48,C,HV,6,1000000,8500000,5600000,2900000,0,159000000,100,-3.1213575724233555
Vitamin B5,C_6HV_T48,11619575,-8889.798160621183,-1307.0684834522801,T48,48,C,HV,6,1000000,8500000,5600000,2900000,0,159000000,100,-5.228273933809121
Vitamin B5,E_2LG_T0,154382,-14890.411919040484,-10.367879736261061,T0,0,E,LG,2,16200000,1090000,465000,627000,612,0,50,-0.08294303789008849
Vitamin B5,E_2LG_T0,154382,-8889.798160621183,-17.36619855823728,T0,0,E,LG,2,16200000,1090000,465000,627000,612,0,50,-0.13892958846589826
Vitamin B5,E_2LG_T24,444403,-14890.411919040484,-29.844909759127514,T24,24,E,LG,2,13300000,1490000,808000,680000,10600,0,50,-0.2387592780730201
Vitamin B5,E_2LG_T24,444403,-8889.798160621183,-49.99022384653859,T24,24,E,LG,2,13300000,1490000,808000,680000,10600,0,50,-0.39992179077230877
Vitamin B5,E_2LG_T36,1113537,-14890.411919040484,-74.78214881188825,T36,36,E,LG,2,3370000,303000,86000,217000,31800,0,100,-0.29912859524755303
Vitamin B5,E_2LG_T36,1113537,-8889.798160621183,-125.26009925991283,T36,36,E,LG,2,3370000,303000,86000,217000,31800,0,100,-0.5010403970396514
Vitamin B5,E_2LG_T48,340779,-14890.411919040484,-22.88580073223114,T48,48,E,LG,2,149000,57900,25600,32400,71600,0,200,-0.045771601464462276
Vitamin B5,E_2LG_T48,340779,-8889.798160621183,-38.33371622648716,T48,48,E,LG,2,149000,57900,25600,32400,71600,0,200,-0.07666743245297433
Vitamin B5,E_3LG_T0,151491,-14890.411919040484,-10.17372795485176,T0,0,E,LG,3,15000000,1170000,522000,651000,733,0,50,-0.081389823638814085
Vitamin B5,E_3LG_T0,151491,-8889.798160621183,-17.040994324376697,T0,0,E,LG,3,15000000,1170000,522000,651000,733,0,50,-0.1363279545950136
Vitamin B5,E_3LG_T24,147549,-14890.411919040484,-9.908993841287089,T24,24,E,LG,3,12500000,1310000,724000,586000,14800,0,50,-0.0792719507302967
Vitamin B5,E_3LG_T24,147549,-8889.798160621183,-16.597564684155873,T24,24,E,LG,3,12500000,1310000,724000,586000,14800,0,50,-0.13278051747324698
Vitamin B5,E_3LG_T36,514652,-14890.411919040484,-34.562643585561965,T36,36,E,LG,3,3670000,209000,64500,145000,34900,0,100,-0.13825057434224786
Vitamin B5,E_3LG_T36,514652,-8889.798160621183,-57.8924280058163,T36,36,E,LG,3,3670000,209000,64500,145000,34900,0,100,-0.2315697120232652
Vitamin B5,E_3LG_T48,736770,-14890.411919040484,-49.47949082979273,T48,48,E,LG,3,195000,45900,15900,30000,69000,0,200,-0.09895898165958547
Vitamin B5,E_3LG_T48,736770,-8889.798160621183,-82.87814713990284,T48,48,E,LG,3,195000,45900,15900,30000,69000,0,200,-0.1657562942798057
Vitamin B5,E_4LG_T0,236924,-14890.411919040484,-15.911178366868647,T0,0,E,LG,4,12900000,1270000,597000,677000,525,0,50,-0.12728942693494918
Vitamin B5,E_4LG_T0,236924,-8889.798160621183,-26.651223764504987,T0,0,E,LG,4,12900000,1270000,597000,677000,525,0,50,-0.2132097901160399
Vitamin B5,E_4LG_T24,350357,-14890.411919040484,-23.529033441445353,T24,24,E,LG,4,11900000,1470000,790000,685000,10800,0,50,-0.18823226753156283
Vitamin B5,E_4LG_T24,350357,-8889.798160621183,-39.41113101442097,T24,24,E,LG,4,11900000,1470000,790000,685000,10800,0,50,-0.31528904811536773
Vitamin B5,E_4LG_T36,857553,-14890.411919040484,-57.59095212829139,T36,36,E,LG,4,4710000,582000,218000,364000,23700,0,100,-0.23036380851316557
Vitamin B5,E_4LG_T36,857553,-8889.798160621183,-96.46484481488808,T36,36,E,LG,4,4710000,582000,218000,364000,23700,0,100,-0.3858593792595524
Vitamin B5,E_4LG_T48,481244,-14890.411919040484,-32.31905219389059,T48,48,E,LG,4,536000,58100,16000,42200,55400,0,200,-0.06463810438778118
Vitamin B5,E_4LG_T48,481244,-8889.798160621183,-54.13441242476675,T48,48,E,LG,4,536000,58100,16000,42200,55400,0,200,-0.10826882484953351
Vitamin B5,E_8G_T48,701834,-14890.411919040484,-47.133283069393094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vitamin B5,E_8G_T48,701834,-8889.798160621183,-78.94824914123345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
