Compound,SampID,Area,slope,Conc_nM_vial,time,Time,biorep,treatment,treatment_number,Pro,BacTot,BacSml,BacLrg,Grz,Phage,Vol.filt.mL,nM.in.smp
Pyridoxamine,B_1C_T6,102725,-7090.294977511243,-14.488113728105766,T6,6,B,C,1,17500000,880000,220000,660000,0,0,50,-0.11590490982484614
Pyridoxamine,B_1C_T6,102725,-4233.011926872384,-24.267590494577156,T6,6,B,C,1,17500000,880000,220000,660000,0,0,50,-0.19414072395661727
Pyridoxamine,B_3LV_T0,283133,-7090.294977511243,-39.932471201555316,T0,0,B,LV,3,18500000,587000,219000,368000,0,97700,50,-0.3194597696124425
Pyridoxamine,B_3LV_T0,283133,-4233.011926872384,-66.88688926260515,T0,0,B,LV,3,18500000,587000,219000,368000,0,97700,50,-0.5350951141008412
Pyridoxamine,B_3LV_T12,258721,-7090.294977511243,-36.48945506789245,T12,12,B,LV,3,14300000,1520000,258000,1270000,0,126000,50,-0.2919156405431396
Pyridoxamine,B_3LV_T12,258721,-4233.011926872384,-61.11983723871985,T12,12,B,LV,3,14300000,1520000,258000,1270000,0,126000,50,-0.4889586979097588
Pyridoxamine,B_3LV_T24,1918436,-7090.294977511243,-270.5720997623978,T24,24,B,LV,3,26300000,2350000,854000,1490000,0,1760000,100,-1.082288399049591
Pyridoxamine,B_3LV_T24,1918436,-4233.011926872384,-453.2082671020163,T24,24,B,LV,3,26300000,2350000,854000,1490000,0,1760000,100,-1.8128330684080651
Pyridoxamine,B_3LV_T36,15693910,-7090.294977511243,-2213.4354141509502,T36,36,B,LV,3,24100000,4020000,609000,3410000,0,38100000,300,-2.951247218867934
Pyridoxamine,B_3LV_T36,15693910,-4233.011926872384,-3707.5043187028414,T36,36,B,LV,3,24100000,4020000,609000,3410000,0,38100000,300,-4.943339091603789
Pyridoxamine,B_3LV_T48,3635741,-7090.294977511243,-512.777114567408,T48,48,B,LV,3,11300000,10600000,1650000,9000000,0,290000000,100,-2.051108458269632
Pyridoxamine,B_3LV_T48,3635741,-4233.011926872384,-858.9016669004084,T48,48,B,LV,3,11300000,10600000,1650000,9000000,0,290000000,100,-3.435606667601634
Pyridoxamine,B_4LGV_T0,206287,-7090.294977511243,-29.094276141443213,T0,0,B,LGV,4,19200000,510000,215000,295000,364,7020000,50,-0.2327542091315457
Pyridoxamine,B_4LGV_T0,206287,-4233.011926872384,-48.73291253691738,T0,0,B,LGV,4,19200000,510000,215000,295000,364,7020000,50,-0.3898633002953391
Pyridoxamine,B_4LGV_T12,119370,-7090.294977511243,-16.835688836446682,T12,12,B,LGV,4,12900000,1190000,189000,1000000,1160,84000000,50,-0.13468551069157347
Pyridoxamine,B_4LGV_T12,119370,-4233.011926872384,-28.19977880104819,T12,12,B,LGV,4,12900000,1190000,189000,1000000,1160,84000000,50,-0.22559823040838556
Pyridoxamine,B_4LGV_T24,0,-7090.294977511243,-0,T24,24,B,LGV,4,6940000,2100000,237000,1860000,3200,380000000,100,-0
Pyridoxamine,B_4LGV_T24,0,-4233.011926872384,-0,T24,24,B,LGV,4,6940000,2100000,237000,1860000,3200,380000000,100,-0
Pyridoxamine,B_4LGV_T36,1636659,-7090.294977511243,-230.83087589318913,T36,36,B,LGV,4,509000,3940000,1050000,2890000,10900,340000000,300,-0.30777450119091887
Pyridoxamine,B_4LGV_T36,1636659,-4233.011926872384,-386.6417171210918,T36,36,B,LGV,4,509000,3940000,1050000,2890000,10900,340000000,300,-0.5155222894947891
Pyridoxamine,B_4LGV_T48,72314,-7090.294977511243,-10.199011498021322,T48,48,B,LGV,4,38400,152000,90400,61600,37000,403000000,300,-0.013598681997361764
Pyridoxamine,B_4LGV_T48,72314,-4233.011926872384,-17.083344259185715,T48,48,B,LGV,4,38400,152000,90400,61600,37000,403000000,300,-0.022777792345580954
Pyridoxamine,B_6HV_T0,185135,-7090.294977511243,-26.111043417404343,T0,0,B,HV,6,16900000,732000,289000,443000,0,8360000,50,-0.20888834733923475
Pyridoxamine,B_6HV_T0,185135,-4233.011926872384,-43.73599772415227,T0,0,B,HV,6,16900000,732000,289000,443000,0,8360000,50,-0.3498879817932182
Pyridoxamine,B_6HV_T12,150457,-7090.294977511243,-21.22013265699303,T12,12,B,HV,6,13800000,1200000,161000,1040000,0,25200000,50,-0.16976106125594426
Pyridoxamine,B_6HV_T12,150457,-4233.011926872384,-35.54372220046333,T12,12,B,HV,6,13800000,1200000,161000,1040000,0,25200000,50,-0.2843497776037066
Pyridoxamine,B_6HV_T24,673499,-7090.294977511243,-94.98885478477007,T24,24,B,HV,6,11000000,2300000,325000,1980000,0,271000000,100,-0.37995541913908026
Pyridoxamine,B_6HV_T24,673499,-4233.011926872384,-159.10633176448985,T24,24,B,HV,6,11000000,2300000,325000,1980000,0,271000000,100,-0.6364253270579594
Pyridoxamine,B_6HV_T36,4063485,-7090.294977511243,-573.1052111214589,T36,36,B,HV,6,943000,7370000,1210000,6160000,0,270000000,270,-0.849044757216976
Pyridoxamine,B_6HV_T36,4063485,-4233.011926872384,-959.9512286284436,T36,36,B,HV,6,943000,7370000,1210000,6160000,0,270000000,270,-1.4221499683384349
Pyridoxamine,B_6HV_T48,2546267,-7090.294977511243,-359.120037752472,T48,48,B,HV,6,868000,11900000,5400000,6470000,0,286000000,100,-1.4364801510098881
Pyridoxamine,B_6HV_T48,2546267,-4233.011926872384,-601.5260632353906,T48,48,B,HV,6,868000,11900000,5400000,6470000,0,286000000,100,-2.4061042529415624
Pyridoxamine,C_1C_T0,580330,-7090.294977511243,-81.8484988058566,T0,0,C,C,1,16400000,1250000,556000,689000,0,0,50,-0.6547879904468528
Pyridoxamine,C_1C_T0,580330,-4233.011926872384,-137.0962354998098,T0,0,C,C,1,16400000,1250000,556000,689000,0,0,50,-1.0967698839984785
Pyridoxamine,C_1C_T12,464761,-7090.294977511243,-65.54889485897458,T12,12,C,C,1,16800000,1650000,749000,902000,0,0,50,-0.5243911588717967
Pyridoxamine,C_1C_T12,464761,-4233.011926872384,-109.79439888878242,T12,12,C,C,1,16800000,1650000,749000,902000,0,0,50,-0.8783551911102594
Pyridoxamine,C_1C_T18,911245,-7090.294977511243,-128.52004082908482,T18,18,C,C,1,20100000,1740000,867000,874000,0,0,50,-1.0281603266326786
Pyridoxamine,C_1C_T18,911245,-4233.011926872384,-215.27106838871708,T18,18,C,C,1,20100000,1740000,867000,874000,0,0,50,-1.7221685471097368
Pyridoxamine,C_1C_T24,2123119,-7090.294977511243,-299.4401511832775,T24,24,C,C,1,26500000,2150000,947000,1210000,0,0,100,-1.1977606047331102
Pyridoxamine,C_1C_T24,2123119,-4233.011926872384,-501.56225323198987,T24,24,C,C,1,26500000,2150000,947000,1210000,0,0,100,-2.0062490129279595
Pyridoxamine,C_1C_T30,880724,-7090.294977511243,-124.21542443487196,T30,30,C,C,1,30700000,1980000,877000,1100000,0,0,50,-0.9937233954789758
Pyridoxamine,C_1C_T30,880724,-4233.011926872384,-208.06083592841054,T30,30,C,C,1,30700000,1980000,877000,1100000,0,0,50,-1.6644866874272843
Pyridoxamine,C_1C_T36,3551548,-7090.294977511243,-500.90271438137336,T36,36,C,C,1,26300000,2330000,1020000,1320000,0,0,100,-2.0036108575254934
Pyridoxamine,C_1C_T36,3551548,-4233.011926872384,-839.0120465888003,T36,36,C,C,1,26300000,2330000,1020000,1320000,0,0,100,-3.356048186355202
Pyridoxamine,C_1C_T42,1541518,-7090.294977511243,-217.41239326280987,T42,42,C,C,1,35700000,2770000,1310000,1450000,0,0,50,-1.739299146102479
Pyridoxamine,C_1C_T42,1541518,-4233.011926872384,-364.16575871520655,T42,42,C,C,1,35700000,2770000,1310000,1450000,0,0,50,-2.913326069721652
Pyridoxamine,C_1C_T48,5394195,-7090.294977511243,-760.7856960971476,T48,48,C,C,1,44800000,3090000,1400000,1690000,0,0,100,-3.0431427843885905
Pyridoxamine,C_1C_T48,5394195,-4233.011926872384,-1274.3160409627221,T48,48,C,C,1,44800000,3090000,1400000,1690000,0,0,100,-5.097264163850888
Pyridoxamine,C_1C_T6,369298,-7090.294977511243,-52.08499803905576,T6,6,C,C,1,18300000,1890000,821000,1070000,0,0,50,-0.41667998431244613
Pyridoxamine,C_1C_T6,369298,-4233.011926872384,-87.2423717154184,T6,6,C,C,1,18300000,1890000,821000,1070000,0,0,50,-0.6979389737233472
Pyridoxamine,C_3LV_T0,378313,-7090.294977511243,-53.35645430830739,T0,0,C,LV,3,17300000,1290000,606000,679000,0,37400,50,-0.42685163446645913
Pyridoxamine,C_3LV_T0,378313,-4233.011926872384,-89.37206096641488,T0,0,C,LV,3,17300000,1290000,606000,679000,0,37400,50,-0.714976487731319
Pyridoxamine,C_3LV_T12,496207,-7090.294977511243,-69.98397126972186,T12,12,C,LV,3,16500000,1710000,630000,1080000,0,180000,50,-0.559871770157775
Pyridoxamine,C_3LV_T12,496207,-4233.011926872384,-117.22315187678412,T12,12,C,LV,3,16500000,1710000,630000,1080000,0,180000,50,-0.9377852150142729
Pyridoxamine,C_3LV_T24,2329014,-7090.294977511243,-328.4791404852813,T24,24,C,LV,3,27900000,2430000,1130000,1300000,0,2430000,100,-1.3139165619411253
Pyridoxamine,C_3LV_T24,2329014,-4233.011926872384,-550.2025603128462,T24,24,C,LV,3,27900000,2430000,1130000,1300000,0,2430000,100,-2.200810241251385
Pyridoxamine,C_3LV_T36,3417452,-7090.294977511243,-481.99010208169875,T36,36,C,LV,3,23300000,3110000,810000,2300000,0,103000000,100,-1.9279604083267952
Pyridoxamine,C_3LV_T36,3417452,-4233.011926872384,-807.3334209868455,T36,36,C,LV,3,23300000,3110000,810000,2300000,0,103000000,100,-3.229333683947382
Pyridoxamine,C_3LV_T48,166537,-7090.294977511243,-23.488021376856167,T48,48,C,LV,3,12200000,8420000,2100000,6320000,0,260000000,100,-0.09395208550742468
Pyridoxamine,C_3LV_T48,166537,-4233.011926872384,-39.342435806234086,T48,48,C,LV,3,12200000,8420000,2100000,6320000,0,260000000,100,-0.15736974322493635
Pyridoxamine,C_4LGV_T0,407836,-7090.294977511243,-57.52031492251879,T0,0,C,LGV,4,16600000,845000,443000,402000,868,11300000,50,-0.46016251938015035
Pyridoxamine,C_4LGV_T0,407836,-4233.011926872384,-96.34652749521898,T0,0,C,LGV,4,16600000,845000,443000,402000,868,11300000,50,-0.7707722199617518
Pyridoxamine,C_4LGV_T12,460134,-7090.294977511243,-64.89631270059108,T12,12,C,LGV,4,12200000,1900000,484000,1420000,3860,183000000,50,-0.5191705016047287
Pyridoxamine,C_4LGV_T12,460134,-4233.011926872384,-108.70132377349006,T12,12,C,LGV,4,12200000,1900000,484000,1420000,3860,183000000,50,-0.8696105901879205
Pyridoxamine,C_4LGV_T24,293945,-7090.294977511243,-41.45737249752299,T24,24,C,LGV,4,2840000,948000,179000,769000,16100,285000000,100,-0.16582948999009195
Pyridoxamine,C_4LGV_T24,293945,-4233.011926872384,-69.44109893335101,T24,24,C,LGV,4,2840000,948000,179000,769000,16100,285000000,100,-0.27776439573340406
Pyridoxamine,C_4LGV_T36,75899,-7090.294977511243,-10.704632210752003,T36,36,C,LGV,4,7530,172000,41900,130000,66900,246000000,300,-0.014272842947669338
Pyridoxamine,C_4LGV_T36,75899,-4233.011926872384,-17.930258953009606,T36,36,C,LGV,4,7530,172000,41900,130000,66900,246000000,300,-0.023907011937346144
Pyridoxamine,C_4LGV_T48,113049,-7090.294977511243,-15.944188550485556,T48,48,C,LGV,4,3600,211000,40900,170000,55400,171000000,300,-0.021258918067314076
Pyridoxamine,C_4LGV_T48,113049,-4233.011926872384,-26.706515822063306,T48,48,C,LGV,4,3600,211000,40900,170000,55400,171000000,300,-0.03560868776275108
Pyridoxamine,C_6HV_T0,484927,-7090.294977511243,-68.39306425728056,T0,0,C,HV,6,16100000,1470000,687000,779000,0,9130000,50,-0.5471445140582445
Pyridoxamine,C_6HV_T0,484927,-4233.011926872384,-114.55838263094492,T0,0,C,HV,6,16100000,1470000,687000,779000,0,9130000,50,-0.9164670610475594
Pyridoxamine,C_6HV_T12,571344,-7090.294977511243,-80.58113263442064,T12,12,C,HV,6,15600000,2120000,468000,1660000,0,38100000,50,-0.6446490610753651
Pyridoxamine,C_6HV_T12,571344,-4233.011926872384,-134.97339716265458,T12,12,C,HV,6,15600000,2120000,468000,1660000,0,38100000,50,-1.0797871773012366
Pyridoxamine,C_6HV_T24,2447363,-7090.294977511243,-345.1708296710451,T24,24,C,HV,6,8120000,4650000,773000,3880000,0,287000000,100,-1.3806833186841805
Pyridoxamine,C_6HV_T24,2447363,-4233.011926872384,-578.1611396990006,T24,24,C,HV,6,8120000,4650000,773000,3880000,0,287000000,100,-2.3126445587960025
Pyridoxamine,C_6HV_T36,2809973,-7090.294977511243,-396.3125665310931,T36,36,C,HV,6,1230000,7890000,4510000,3380000,0,180000000,100,-1.5852502661243726
Pyridoxamine,C_6HV_T36,2809973,-4233.011926872384,-663.823548939581,T36,36,C,HV,6,1230000,7890000,4510000,3380000,0,180000000,100,-2.6552941957583243
Pyridoxamine,C_6HV_T48,2877817,-7090.294977511243,-405.8811388140779,T48,48,C,HV,6,1000000,8500000,5600000,2900000,0,159000000,100,-1.6235245552563116
Pyridoxamine,C_6HV_T48,2877817,-4233.011926872384,-679.8509075135804,T48,48,C,HV,6,1000000,8500000,5600000,2900000,0,159000000,100,-2.719403630054322
Pyridoxamine,E_2LG_T0,457984,-7090.294977511243,-64.59308131080839,T0,0,E,LG,2,16200000,1090000,465000,627000,612,0,50,-0.5167446504864671
Pyridoxamine,E_2LG_T0,457984,-4233.011926872384,-108.19341119560404,T0,0,E,LG,2,16200000,1090000,465000,627000,612,0,50,-0.8655472895648324
Pyridoxamine,E_2LG_T24,541812,-7090.294977511243,-76.41600267950783,T24,24,E,LG,2,13300000,1490000,808000,680000,10600,0,50,-0.6113280214360627
Pyridoxamine,E_2LG_T24,541812,-4233.011926872384,-127.9968044881756,T24,24,E,LG,2,13300000,1490000,808000,680000,10600,0,50,-1.0239744359054048
Pyridoxamine,E_2LG_T36,229617,-7090.294977511243,-32.38468931522474,T36,36,E,LG,2,3370000,303000,86000,217000,31800,0,100,-0.12953875726089897
Pyridoxamine,E_2LG_T36,229617,-4233.011926872384,-54.24435460300144,T36,36,E,LG,2,3370000,303000,86000,217000,31800,0,100,-0.21697741841200577
Pyridoxamine,E_2LG_T48,168590,-7090.294977511243,-23.777572094634714,T48,48,E,LG,2,149000,57900,25600,32400,71600,0,200,-0.047555144189269434
Pyridoxamine,E_2LG_T48,168590,-4233.011926872384,-39.827433258513146,T48,48,E,LG,2,149000,57900,25600,32400,71600,0,200,-0.0796548665170263
Pyridoxamine,E_3LG_T0,506964,-7090.294977511243,-71.50111548362533,T0,0,E,LG,3,15000000,1170000,522000,651000,733,0,50,-0.5720089238690027
Pyridoxamine,E_3LG_T0,506964,-4233.011926872384,-119.76436843507241,T0,0,E,LG,3,15000000,1170000,522000,651000,733,0,50,-0.9581149474805793
Pyridoxamine,E_3LG_T24,487793,-7090.294977511243,-68.79727875175367,T24,24,E,LG,3,12500000,1310000,724000,586000,14800,0,50,-0.5503782300140293
Pyridoxamine,E_3LG_T24,487793,-4233.011926872384,-115.2354419091874,T24,24,E,LG,3,12500000,1310000,724000,586000,14800,0,50,-0.9218835352734993
Pyridoxamine,E_3LG_T36,229319,-7090.294977511243,-32.342660034222305,T36,36,E,LG,3,3670000,209000,64500,145000,34900,0,100,-0.12937064013688923
Pyridoxamine,E_3LG_T36,229319,-4233.011926872384,-54.17395555732236,T36,36,E,LG,3,3670000,209000,64500,145000,34900,0,100,-0.21669582222928946
Pyridoxamine,E_3LG_T48,172285,-7090.294977511243,-24.29870697149381,T48,48,E,LG,3,195000,45900,15900,30000,69000,0,200,-0.048597413942987625
Pyridoxamine,E_3LG_T48,172285,-4233.011926872384,-40.70033417725214,T48,48,E,LG,3,195000,45900,15900,30000,69000,0,200,-0.08140066835450427
Pyridoxamine,E_4LG_T0,395813,-7090.294977511243,-55.82461678328282,T0,0,E,LG,4,12900000,1270000,597000,677000,525,0,50,-0.44659693426626257
Pyridoxamine,E_4LG_T0,395813,-4233.011926872384,-93.50623311199872,T0,0,E,LG,4,12900000,1270000,597000,677000,525,0,50,-0.7480498648959899
Pyridoxamine,E_4LG_T24,533770,-7090.294977511243,-75.28177624386483,T24,24,E,LG,4,11900000,1470000,790000,685000,10800,0,50,-0.6022542099509186
Pyridoxamine,E_4LG_T24,533770,-4233.011926872384,-126.0969752084736,T24,24,E,LG,4,11900000,1470000,790000,685000,10800,0,50,-1.0087758016677888
Pyridoxamine,E_4LG_T36,273754,-7090.294977511243,-38.6096771528242,T36,36,E,LG,4,4710000,582000,218000,364000,23700,0,100,-0.1544387086112968
Pyridoxamine,E_4LG_T36,273754,-4233.011926872384,-64.67120923098054,T36,36,E,LG,4,4710000,582000,218000,364000,23700,0,100,-0.2586848369239222
Pyridoxamine,E_4LG_T48,172051,-7090.294977511243,-24.265704113256998,T48,48,E,LG,4,536000,58100,16000,42200,55400,0,200,-0.048531408226514
Pyridoxamine,E_4LG_T48,172051,-4233.011926872384,-40.64505438970547,T48,48,E,LG,4,536000,58100,16000,42200,55400,0,200,-0.08129010877941094
Pyridoxamine,E_8G_T48,352834,-7090.294977511243,-49.76295078259888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pyridoxamine,E_8G_T48,352834,-4233.011926872384,-83.35294256085312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vitamin B2,A_1C_T0,55149,3201.6941529235355,17.22494322252557,T0,0,A,C,1,16700000,729000,231000,498000,0,0,50,0.13779954578020456
Vitamin B2,A_1C_T0,55149,1911.459195775245,28.85177989773033,T0,0,A,C,1,16700000,729000,231000,498000,0,0,50,0.23081423918184266
Vitamin B2,A_1C_T12,80236,3201.6941529235355,25.06048240951897,T12,12,A,C,1,15400000,1130000,333000,798000,0,0,50,0.20048385927615175
Vitamin B2,A_1C_T12,80236,1911.459195775245,41.97630803594428,T12,12,A,C,1,15400000,1130000,333000,798000,0,0,50,0.33581046428755423
Vitamin B2,A_1C_T18,169071,3201.6941529235355,52.80673041352737,T18,18,A,C,1,19700000,1210000,451000,763000,0,0,50,0.42245384330821895
Vitamin B2,A_1C_T18,169071,1911.459195775245,88.45127344265835,T18,18,A,C,1,19700000,1210000,451000,763000,0,0,50,0.7076101875412668
Vitamin B2,A_1C_T24,708436,3201.6941529235355,221.26910509334937,T24,24,A,C,1,28300000,1330000,444000,889000,0,0,100,0.8850764203733975
Vitamin B2,A_1C_T24,708436,1911.459195775245,370.6257510313602,T24,24,A,C,1,28300000,1330000,444000,889000,0,0,100,1.4825030041254408
Vitamin B2,A_1C_T30,240692,3201.6941529235355,75.17644987427015,T30,30,A,C,1,29200000,1540000,546000,994000,0,0,50,0.6014115989941613
Vitamin B2,A_1C_T30,240692,1911.459195775245,125.9205535394025,T30,30,A,C,1,29200000,1540000,546000,994000,0,0,50,1.00736442831522
Vitamin B2,A_1C_T36,116064216,3201.6941529235355,36250.87546042437,T36,36,A,C,1,27700000,1960000,701000,1260000,0,0,300,48.33450061389917
Vitamin B2,A_1C_T36,116064216,1911.459195775245,60720.21639621083,T36,36,A,C,1,27700000,1960000,701000,1260000,0,0,300,80.96028852828111
Vitamin B2,A_1C_T42,177579,3201.6941529235355,55.46407355551086,T42,42,A,C,1,34300000,2470000,968000,1500000,0,0,50,0.44371258844408684
Vitamin B2,A_1C_T42,177579,1911.459195775245,92.90232320548068,T42,42,A,C,1,34300000,2470000,968000,1500000,0,0,50,0.7432185856438456
Vitamin B2,A_1C_T48,2305988,3201.6941529235355,720.2399385632613,T48,48,A,C,1,37100000,2830000,1100000,1730000,0,0,100,2.880959754253045
Vitamin B2,A_1C_T48,2305988,1911.459195775245,1206.4018970934626,T48,48,A,C,1,37100000,2830000,1100000,1730000,0,0,100,4.825607588373851
Vitamin B2,A_1C_T6,125504,3201.6941529235355,39.19924702532864,T6,6,A,C,1,19100000,872000,192000,680000,0,0,50,0.31359397620262913
Vitamin B2,A_1C_T6,125504,1911.459195775245,65.65873876742548,T6,6,A,C,1,19100000,872000,192000,680000,0,0,50,0.5252699101394038
Vitamin B2,A_3LV_T0,27990,3201.6941529235355,8.742246655397029,T0,0,A,LV,3,17400000,667000,214000,453000,0,62800,50,0.06993797324317623
Vitamin B2,A_3LV_T0,27990,1911.459195775245,14.643263147790023,T0,0,A,LV,3,17400000,667000,214000,453000,0,62800,50,0.11714610518232019
Vitamin B2,A_3LV_T12,42042,3201.6941529235355,13.131173057742117,T12,12,A,LV,3,15000000,1190000,315000,873000,0,105000,50,0.10504938446193696
Vitamin B2,A_3LV_T12,42042,1911.459195775245,21.99471487171805,T12,12,A,LV,3,15000000,1190000,315000,873000,0,105000,50,0.17595771897374438
Vitamin B2,A_3LV_T24,1464671,3201.6941529235355,457.46749378374494,T24,24,A,LV,3,25100000,1650000,606000,1050000,0,1190000,100,1.8298699751349798
Vitamin B2,A_3LV_T24,1464671,1911.459195775245,766.2580520877729,T24,24,A,LV,3,25100000,1650000,606000,1050000,0,1190000,100,3.0650322083510915
Vitamin B2,A_3LV_T36,83669728,3201.6941529235355,26132.9546182915,T36,36,A,LV,3,24200000,2270000,589000,1680000,0,31500000,300,34.84393949105534
Vitamin B2,A_3LV_T36,83669728,1911.459195775245,43772.698985638264,T36,36,A,LV,3,24200000,2270000,589000,1680000,0,31500000,300,58.3635986475177
Vitamin B2,A_3LV_T48,7446136,3201.6941529235355,2325.686228711376,T48,48,A,LV,3,13200000,5460000,526000,4930000,0,278000000,100,9.302744914845505
Vitamin B2,A_3LV_T48,7446136,1911.459195775245,3895.5244330915543,T48,48,A,LV,3,13200000,5460000,526000,4930000,0,278000000,100,15.582097732366218
Vitamin B2,A_4LGV_T0,106414,3201.6941529235355,33.23677869194067,T0,0,A,LGV,4,16800000,694000,269000,425000,571,7250000,50,0.2658942295355254
Vitamin B2,A_4LGV_T0,106414,1911.459195775245,55.67160430900063,T0,0,A,LGV,4,16800000,694000,269000,425000,571,7250000,50,0.44537283447200504
Vitamin B2,A_4LGV_T12,206797,3201.6941529235355,64.58986715241655,T12,12,A,LGV,4,12900000,842000,186000,657000,2310,98100000,50,0.5167189372193324
Vitamin B2,A_4LGV_T12,206797,1911.459195775245,108.18802748029773,T12,12,A,LGV,4,12900000,842000,186000,657000,2310,98100000,50,0.8655042198423819
Vitamin B2,A_4LGV_T24,389331,3201.6941529235355,121.60155886360774,T24,24,A,LGV,4,6330000,1220000,181000,1030000,10100,249000000,100,0.48640623545443096
Vitamin B2,A_4LGV_T24,389331,1911.459195775245,203.68261109654296,T24,24,A,LGV,4,6330000,1220000,181000,1030000,10100,249000000,100,0.8147304443861719
Vitamin B2,A_4LGV_T36,2620580,3201.6941529235355,818.4979185494942,T36,36,A,LGV,4,10100,49700,7850,41900,47000,193000000,300,1.0913305580659924
Vitamin B2,A_4LGV_T36,2620580,1911.459195775245,1370.984013570403,T36,36,A,LGV,4,10100,49700,7850,41900,47000,193000000,300,1.8279786847605377
Vitamin B2,A_4LGV_T48,1780515,3201.6941529235355,556.1165167429167,T48,48,A,LGV,4,10300,175000,58400,117000,60900,204000000,300,0.7414886889905558
Vitamin B2,A_4LGV_T48,1780515,1911.459195775245,931.4951655443856,T48,48,A,LGV,4,10300,175000,58400,117000,60900,204000000,300,1.2419935540591809
Vitamin B2,A_6HV_T0,59326,3201.6941529235355,18.529565026012293,T0,0,A,HV,6,16100000,691000,332000,359000,0,10400000,50,0.14823652020809835
Vitamin B2,A_6HV_T0,59326,1911.459195775245,31.037021418570593,T0,0,A,HV,6,16100000,691000,332000,359000,0,10400000,50,0.24829617134856474
Vitamin B2,A_6HV_T12,144879,3201.6941529235355,45.25073073194948,T12,12,A,HV,6,14500000,1230000,311000,924000,0,23300000,50,0.36200584585559586
Vitamin B2,A_6HV_T12,144879,1911.459195775245,75.79497397601538,T12,12,A,HV,6,14500000,1230000,311000,924000,0,23300000,50,0.606359791808123
Vitamin B2,A_6HV_T24,1323008,3201.6941529235355,413.22123126343376,T24,24,A,HV,6,12900000,2130000,407000,1720000,0,184000000,100,1.652884925053735
Vitamin B2,A_6HV_T24,1323008,1911.459195775245,692.1455623662516,T24,24,A,HV,6,12900000,2130000,407000,1720000,0,184000000,100,2.7685822494650063
Vitamin B2,A_6HV_T36,55347120,3201.6941529235355,17286.82296198135,T36,36,A,HV,6,1480000,5880000,1010000,4870000,0,204000000,300,23.049097282641803
Vitamin B2,A_6HV_T36,55347120,1911.459195775245,28955.428461318763,T36,36,A,HV,6,1480000,5880000,1010000,4870000,0,204000000,300,38.60723794842502
Vitamin B2,A_6HV_T48,14166463,3201.6941529235355,4424.677162577912,T48,48,A,HV,6,1860000,8660000,4840000,3810000,0,207000000,100,17.69870865031165
Vitamin B2,A_6HV_T48,14166463,1911.459195775245,7411.334247318003,T48,48,A,HV,6,1860000,8660000,4840000,3810000,0,207000000,100,29.645336989272014
Vitamin B2,A_8G_T0,12830,3201.6941529235355,4.007253468693958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vitamin B2,A_8G_T0,12830,1911.459195775245,6.712149560062379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vitamin B2,A_8G_T48,6396074,3201.6941529235355,1997.7154888950301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vitamin B2,A_8G_T48,6396074,1911.459195775245,3346.1734438991757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vitamin B2,A_9V_T0,6534,3201.6941529235355,2.0407945568547405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vitamin B2,A_9V_T0,6534,1911.459195775245,3.41833088273169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vitamin B2,B_1C_T0,48985,3201.6941529235355,15.299712483552106,T0,0,B,C,1,18200000,918000,347000,572000,0,0,50,0.12239769986841686
Vitamin B2,B_1C_T0,48985,1911.459195775245,25.627018409949777,T0,0,B,C,1,18200000,918000,347000,572000,0,0,50,0.20501614727959822
Vitamin B2,B_1C_T12,159583,3201.6941529235355,49.843299321479954,T12,12,B,C,1,15400000,1320000,310000,1010000,0,0,50,0.3987463945718397
Vitamin B2,B_1C_T12,159583,1911.459195775245,83.48752636347893,T12,12,B,C,1,15400000,1320000,310000,1010000,0,0,50,0.6679002109078315
Vitamin B2,B_1C_T18,446662,3201.6941529235355,139.5080162769899,T18,18,B,C,1,19100000,1950000,640000,1320000,0,0,50,1.1160641302159193
Vitamin B2,B_1C_T18,446662,1911.459195775245,233.6759272639581,T18,18,B,C,1,19100000,1950000,640000,1320000,0,0,50,1.8694074181116649
Vitamin B2,B_1C_T24,897097,3201.6941529235355,280.1944711617259,T24,24,B,C,1,27500000,2350000,878000,1470000,0,0,100,1.1207778846469036
Vitamin B2,B_1C_T24,897097,1911.459195775245,469.3257391958909,T24,24,B,C,1,27500000,2350000,878000,1470000,0,0,100,1.8773029567835637
Vitamin B2,B_1C_T30,545413,3201.6941529235355,170.35137460021647,T30,30,B,C,1,29500000,2510000,953000,1550000,0,0,50,1.362810996801732
Vitamin B2,B_1C_T30,545413,1911.459195775245,285.3385524553626,T30,30,B,C,1,29500000,2510000,953000,1550000,0,0,50,2.282708419642901
Vitamin B2,B_1C_T36,35303780,3201.6941529235355,11026.593520109771,T36,36,B,C,1,31000000,3480000,1010000,2460000,0,0,300,14.702124693479695
Vitamin B2,B_1C_T36,35303780,1911.459195775245,18469.544146183867,T36,36,B,C,1,31000000,3480000,1010000,2460000,0,0,300,24.62605886157849
