MF,Name,SampID
HPos_sky54,L-Homoserine,B_1C_T48
HPos_sky55,L-Isoleucine,B_1C_T48
HPos_sky59,L-Methionine,B_1C_T48
HPos_sky60,L-Methionine S-oxide,B_1C_T48
HPos_sky64,L-Serine,B_1C_T48
HPos_sky71,N6-Acetyl-L-lysine,B_1C_T48
HPos_sky72,Ophthalmic acid,B_1C_T48
HPos_sky73,Pipecolic acid,B_1C_T48
HPos_sky74,Proline betaine,B_1C_T48
RP_14640,Methylthioadenosine,B_1C_T48
RP_20713,Riboflavin,B_1C_T48
RP_3959,L-Phenylalanine,B_1C_T48
RP_6828,L-Tryptophan,B_1C_T48
RP_7155,L-Kynurenine,B_1C_T48
RP_7669,Desthiobiotin,B_1C_T48
RP_sky1,Agmatine,B_1C_T48
RP_sky16,Pantothenic acid,B_1C_T48
RP_sky17,Pyridoxal,B_1C_T48
RP_sky21,Pyridoxine,B_1C_T48
RP_sky23,S-Adenosylhomocysteine,B_1C_T48
RP_sky24,S-Adenosylmethionine,B_1C_T48
RP_sky29,Xanthine,B_1C_T48
HNeg_1982,Uridine,B_1C_T6
HNeg_2117,D-Fructose 6-phosphate,B_1C_T6
HNeg_2173,Inosine,B_1C_T6
HNeg_2634,Trehalose,B_1C_T6
HNeg_2635,Sucrose,B_1C_T6
HNeg_3117,UDP-N-acetylglucosamine,B_1C_T6
HNeg_sky1,2-Ketoglutaric acid,B_1C_T6
HNeg_sky11,D-Gluconic acid,B_1C_T6
HNeg_sky19,L-Cysteic acid,B_1C_T6
HNeg_sky22,N-Acetyl-L-glutamic acid,B_1C_T6
HNeg_sky32,Taurine,B_1C_T6
HNeg_sky6,Adenosine monophosphate,B_1C_T6
HPos_108,Glycine,B_1C_T6
HPos_1157,Ectoine,B_1C_T6
HPos_1230,(3-Carboxypropyl)trimethylammonium,B_1C_T6
HPos_1241,L-Glutamine,B_1C_T6
HPos_1419,L-Histidine,B_1C_T6
HPos_1496,5-Hydroxyectoine,B_1C_T6
HPos_1519,Betonicine,B_1C_T6
HPos_1848,Arsenobetaine,B_1C_T6
HPos_1926,L-Tyrosine,B_1C_T6
HPos_257,Sarcosine,B_1C_T6
HPos_261,L-Alanine,B_1C_T6
HPos_3067,Cytidine,B_1C_T6
HPos_3196,Deoxyadenosine,B_1C_T6
HPos_3429,Adenosine,B_1C_T6
HPos_3670,Guanosine,B_1C_T6
HPos_5986,Glutathione disulfide,B_1C_T6
HPos_639,L-Proline,B_1C_T6
HPos_705,L-Threonine,B_1C_T6
HPos_962,L-Aspartic acid,B_1C_T6
HPos_978,Dimethylsulfoniopropionate,B_1C_T6
HPos_989,Adenine,B_1C_T6
HPos_sky16,Creatine,B_1C_T6
HPos_sky35,Glycine betaine,B_1C_T6
HPos_sky38,Guanine,B_1C_T6
HPos_sky45,Hypotaurine,B_1C_T6
HPos_sky51,L-Glutamic acid,B_1C_T6
HPos_sky55,L-Isoleucine,B_1C_T6
HPos_sky59,L-Methionine,B_1C_T6
HPos_sky60,L-Methionine S-oxide,B_1C_T6
HPos_sky64,L-Serine,B_1C_T6
HPos_sky71,N6-Acetyl-L-lysine,B_1C_T6
HPos_sky72,Ophthalmic acid,B_1C_T6
HPos_sky73,Pipecolic acid,B_1C_T6
HPos_sky74,Proline betaine,B_1C_T6
RP_14640,Methylthioadenosine,B_1C_T6
RP_20713,Riboflavin,B_1C_T6
RP_3959,L-Phenylalanine,B_1C_T6
RP_6828,L-Tryptophan,B_1C_T6
RP_7155,L-Kynurenine,B_1C_T6
RP_7669,Desthiobiotin,B_1C_T6
RP_sky1,Agmatine,B_1C_T6
RP_sky16,Pantothenic acid,B_1C_T6
RP_sky17,Pyridoxal,B_1C_T6
RP_sky21,Pyridoxine,B_1C_T6
RP_sky23,S-Adenosylhomocysteine,B_1C_T6
RP_sky24,S-Adenosylmethionine,B_1C_T6
RP_sky29,Xanthine,B_1C_T6
HNeg_1982,Uridine,B_3LV_T0
HNeg_2173,Inosine,B_3LV_T0
HNeg_2635,Sucrose,B_3LV_T0
HNeg_3117,UDP-N-acetylglucosamine,B_3LV_T0
HNeg_sky1,2-Ketoglutaric acid,B_3LV_T0
HNeg_sky11,D-Gluconic acid,B_3LV_T0
HNeg_sky19,L-Cysteic acid,B_3LV_T0
HNeg_sky22,N-Acetyl-L-glutamic acid,B_3LV_T0
HNeg_sky32,Taurine,B_3LV_T0
HNeg_sky6,Adenosine monophosphate,B_3LV_T0
HPos_1157,Ectoine,B_3LV_T0
HPos_1241,L-Glutamine,B_3LV_T0
HPos_1496,5-Hydroxyectoine,B_3LV_T0
HPos_1519,Betonicine,B_3LV_T0
HPos_1848,Arsenobetaine,B_3LV_T0
HPos_1926,L-Tyrosine,B_3LV_T0
HPos_257,Sarcosine,B_3LV_T0
HPos_261,L-Alanine,B_3LV_T0
HPos_3067,Cytidine,B_3LV_T0
HPos_3196,Deoxyadenosine,B_3LV_T0
HPos_3429,Adenosine,B_3LV_T0
HPos_3670,Guanosine,B_3LV_T0
HPos_5986,Glutathione disulfide,B_3LV_T0
HPos_639,L-Proline,B_3LV_T0
HPos_705,L-Threonine,B_3LV_T0
HPos_962,L-Aspartic acid,B_3LV_T0
HPos_978,Dimethylsulfoniopropionate,B_3LV_T0
HPos_989,Adenine,B_3LV_T0
HPos_sky16,Creatine,B_3LV_T0
HPos_sky35,Glycine betaine,B_3LV_T0
HPos_sky38,Guanine,B_3LV_T0
HPos_sky45,Hypotaurine,B_3LV_T0
HPos_sky51,L-Glutamic acid,B_3LV_T0
HPos_sky54,L-Homoserine,B_3LV_T0
HPos_sky55,L-Isoleucine,B_3LV_T0
HPos_sky59,L-Methionine,B_3LV_T0
HPos_sky60,L-Methionine S-oxide,B_3LV_T0
HPos_sky64,L-Serine,B_3LV_T0
HPos_sky71,N6-Acetyl-L-lysine,B_3LV_T0
HPos_sky72,Ophthalmic acid,B_3LV_T0
HPos_sky73,Pipecolic acid,B_3LV_T0
HPos_sky74,Proline betaine,B_3LV_T0
RP_14640,Methylthioadenosine,B_3LV_T0
RP_20713,Riboflavin,B_3LV_T0
RP_3959,L-Phenylalanine,B_3LV_T0
RP_6828,L-Tryptophan,B_3LV_T0
RP_7155,L-Kynurenine,B_3LV_T0
RP_7669,Desthiobiotin,B_3LV_T0
RP_sky1,Agmatine,B_3LV_T0
RP_sky16,Pantothenic acid,B_3LV_T0
RP_sky17,Pyridoxal,B_3LV_T0
RP_sky21,Pyridoxine,B_3LV_T0
RP_sky23,S-Adenosylhomocysteine,B_3LV_T0
RP_sky24,S-Adenosylmethionine,B_3LV_T0
HNeg_1982,Uridine,B_3LV_T12
HNeg_2117,D-Fructose 6-phosphate,B_3LV_T12
HNeg_2173,Inosine,B_3LV_T12
HNeg_2634,Trehalose,B_3LV_T12
HNeg_2635,Sucrose,B_3LV_T12
HNeg_3117,UDP-N-acetylglucosamine,B_3LV_T12
HNeg_sky1,2-Ketoglutaric acid,B_3LV_T12
HNeg_sky11,D-Gluconic acid,B_3LV_T12
HNeg_sky19,L-Cysteic acid,B_3LV_T12
HNeg_sky22,N-Acetyl-L-glutamic acid,B_3LV_T12
HNeg_sky32,Taurine,B_3LV_T12
HNeg_sky6,Adenosine monophosphate,B_3LV_T12
HPos_1007,Hypoxanthine,B_3LV_T12
HPos_108,Glycine,B_3LV_T12
HPos_1157,Ectoine,B_3LV_T12
HPos_1241,L-Glutamine,B_3LV_T12
HPos_1496,5-Hydroxyectoine,B_3LV_T12
HPos_1848,Arsenobetaine,B_3LV_T12
HPos_1926,L-Tyrosine,B_3LV_T12
HPos_257,Sarcosine,B_3LV_T12
HPos_261,L-Alanine,B_3LV_T12
HPos_3067,Cytidine,B_3LV_T12
HPos_3196,Deoxyadenosine,B_3LV_T12
HPos_3236,2-O-alpha-D-Glucosylglycerol,B_3LV_T12
HPos_3429,Adenosine,B_3LV_T12
HPos_3670,Guanosine,B_3LV_T12
HPos_556,Cytosine,B_3LV_T12
HPos_5986,Glutathione disulfide,B_3LV_T12
HPos_639,L-Proline,B_3LV_T12
HPos_705,L-Threonine,B_3LV_T12
HPos_962,L-Aspartic acid,B_3LV_T12
HPos_978,Dimethylsulfoniopropionate,B_3LV_T12
HPos_989,Adenine,B_3LV_T12
HPos_sky16,Creatine,B_3LV_T12
HPos_sky35,Glycine betaine,B_3LV_T12
HPos_sky38,Guanine,B_3LV_T12
HPos_sky45,Hypotaurine,B_3LV_T12
HPos_sky51,L-Glutamic acid,B_3LV_T12
HPos_sky54,L-Homoserine,B_3LV_T12
HPos_sky59,L-Methionine,B_3LV_T12
HPos_sky60,L-Methionine S-oxide,B_3LV_T12
HPos_sky64,L-Serine,B_3LV_T12
HPos_sky71,N6-Acetyl-L-lysine,B_3LV_T12
HPos_sky72,Ophthalmic acid,B_3LV_T12
HPos_sky73,Pipecolic acid,B_3LV_T12
HPos_sky74,Proline betaine,B_3LV_T12
RP_14640,Methylthioadenosine,B_3LV_T12
RP_20713,Riboflavin,B_3LV_T12
RP_3959,L-Phenylalanine,B_3LV_T12
RP_6828,L-Tryptophan,B_3LV_T12
RP_7155,L-Kynurenine,B_3LV_T12
RP_7669,Desthiobiotin,B_3LV_T12
RP_sky1,Agmatine,B_3LV_T12
RP_sky16,Pantothenic acid,B_3LV_T12
RP_sky17,Pyridoxal,B_3LV_T12
RP_sky21,Pyridoxine,B_3LV_T12
RP_sky23,S-Adenosylhomocysteine,B_3LV_T12
RP_sky24,S-Adenosylmethionine,B_3LV_T12
HNeg_1963,Thymidine,B_3LV_T24
HNeg_1982,Uridine,B_3LV_T24
HNeg_2117,D-Fructose 6-phosphate,B_3LV_T24
HNeg_2173,Inosine,B_3LV_T24
HNeg_2634,Trehalose,B_3LV_T24
HNeg_2635,Sucrose,B_3LV_T24
HNeg_3117,UDP-N-acetylglucosamine,B_3LV_T24
HNeg_609,"Taurine, 2H4",B_3LV_T24
HNeg_sky1,2-Ketoglutaric acid,B_3LV_T24
HNeg_sky11,D-Gluconic acid,B_3LV_T24
HNeg_sky19,L-Cysteic acid,B_3LV_T24
HNeg_sky22,N-Acetyl-L-glutamic acid,B_3LV_T24
HNeg_sky32,Taurine,B_3LV_T24
HNeg_sky36,Thymine,B_3LV_T24
HNeg_sky6,Adenosine monophosphate,B_3LV_T24
HPos_1007,Hypoxanthine,B_3LV_T24
HPos_108,Glycine,B_3LV_T24
HPos_1157,Ectoine,B_3LV_T24
HPos_1230,(3-Carboxypropyl)trimethylammonium,B_3LV_T24
HPos_1241,L-Glutamine,B_3LV_T24
HPos_1419,L-Histidine,B_3LV_T24
HPos_1496,5-Hydroxyectoine,B_3LV_T24
HPos_1519,Betonicine,B_3LV_T24
HPos_1848,Arsenobetaine,B_3LV_T24
HPos_1926,L-Tyrosine,B_3LV_T24
HPos_257,Sarcosine,B_3LV_T24
HPos_261,L-Alanine,B_3LV_T24
HPos_2837,Ergothioneine,B_3LV_T24
HPos_3067,Cytidine,B_3LV_T24
HPos_3196,Deoxyadenosine,B_3LV_T24
HPos_3236,2-O-alpha-D-Glucosylglycerol,B_3LV_T24
HPos_3429,Adenosine,B_3LV_T24
HPos_3670,Guanosine,B_3LV_T24
HPos_556,Cytosine,B_3LV_T24
HPos_5986,Glutathione disulfide,B_3LV_T24
HPos_639,L-Proline,B_3LV_T24
HPos_705,L-Threonine,B_3LV_T24
HPos_954,L-Asparagine,B_3LV_T24
HPos_962,L-Aspartic acid,B_3LV_T24
HPos_978,Dimethylsulfoniopropionate,B_3LV_T24
HPos_989,Adenine,B_3LV_T24
HPos_sky16,Creatine,B_3LV_T24
HPos_sky35,Glycine betaine,B_3LV_T24
HPos_sky38,Guanine,B_3LV_T24
HPos_sky45,Hypotaurine,B_3LV_T24
HPos_sky51,L-Glutamic acid,B_3LV_T24
HPos_sky54,L-Homoserine,B_3LV_T24
HPos_sky55,L-Isoleucine,B_3LV_T24
HPos_sky59,L-Methionine,B_3LV_T24
HPos_sky60,L-Methionine S-oxide,B_3LV_T24
HPos_sky64,L-Serine,B_3LV_T24
HPos_sky71,N6-Acetyl-L-lysine,B_3LV_T24
HPos_sky72,Ophthalmic acid,B_3LV_T24
HPos_sky73,Pipecolic acid,B_3LV_T24
HPos_sky74,Proline betaine,B_3LV_T24
RP_14640,Methylthioadenosine,B_3LV_T24
RP_20713,Riboflavin,B_3LV_T24
RP_3959,L-Phenylalanine,B_3LV_T24
RP_6828,L-Tryptophan,B_3LV_T24
RP_7155,L-Kynurenine,B_3LV_T24
RP_7669,Desthiobiotin,B_3LV_T24
RP_sky1,Agmatine,B_3LV_T24
RP_sky15,Nicotinic acid,B_3LV_T24
RP_sky16,Pantothenic acid,B_3LV_T24
RP_sky17,Pyridoxal,B_3LV_T24
RP_sky21,Pyridoxine,B_3LV_T24
RP_sky23,S-Adenosylhomocysteine,B_3LV_T24
RP_sky24,S-Adenosylmethionine,B_3LV_T24
RP_sky29,Xanthine,B_3LV_T24
HNeg_1963,Thymidine,B_3LV_T36
HNeg_1982,Uridine,B_3LV_T36
HNeg_2117,D-Fructose 6-phosphate,B_3LV_T36
HNeg_2173,Inosine,B_3LV_T36
HNeg_2634,Trehalose,B_3LV_T36
HNeg_2635,Sucrose,B_3LV_T36
HNeg_3117,UDP-N-acetylglucosamine,B_3LV_T36
HNeg_609,"Taurine, 2H4",B_3LV_T36
HNeg_sky1,2-Ketoglutaric acid,B_3LV_T36
HNeg_sky11,D-Gluconic acid,B_3LV_T36
HNeg_sky19,L-Cysteic acid,B_3LV_T36
HNeg_sky22,N-Acetyl-L-glutamic acid,B_3LV_T36
HNeg_sky27,Succinic acid,B_3LV_T36
HNeg_sky32,Taurine,B_3LV_T36
HNeg_sky34,Threonic acid,B_3LV_T36
HNeg_sky36,Thymine,B_3LV_T36
HNeg_sky6,Adenosine monophosphate,B_3LV_T36
HPos_1007,Hypoxanthine,B_3LV_T36
HPos_1022,Trigonelline,B_3LV_T36
HPos_108,Glycine,B_3LV_T36
HPos_1157,Ectoine,B_3LV_T36
HPos_1230,(3-Carboxypropyl)trimethylammonium,B_3LV_T36
HPos_1241,L-Glutamine,B_3LV_T36
HPos_1251,L-Lysine,B_3LV_T36
HPos_1419,L-Histidine,B_3LV_T36
HPos_1496,5-Hydroxyectoine,B_3LV_T36
HPos_1519,Betonicine,B_3LV_T36
HPos_1848,Arsenobetaine,B_3LV_T36
HPos_1926,L-Tyrosine,B_3LV_T36
HPos_257,Sarcosine,B_3LV_T36
HPos_261,L-Alanine,B_3LV_T36
HPos_2837,Ergothioneine,B_3LV_T36
HPos_3067,Cytidine,B_3LV_T36
HPos_3196,Deoxyadenosine,B_3LV_T36
HPos_3236,2-O-alpha-D-Glucosylglycerol,B_3LV_T36
HPos_3429,Adenosine,B_3LV_T36
HPos_3670,Guanosine,B_3LV_T36
HPos_556,Cytosine,B_3LV_T36
HPos_5986,Glutathione disulfide,B_3LV_T36
HPos_639,L-Proline,B_3LV_T36
HPos_705,L-Threonine,B_3LV_T36
HPos_954,L-Asparagine,B_3LV_T36
HPos_962,L-Aspartic acid,B_3LV_T36
HPos_978,Dimethylsulfoniopropionate,B_3LV_T36
HPos_989,Adenine,B_3LV_T36
HPos_sky16,Creatine,B_3LV_T36
HPos_sky35,Glycine betaine,B_3LV_T36
HPos_sky38,Guanine,B_3LV_T36
HPos_sky45,Hypotaurine,B_3LV_T36
HPos_sky51,L-Glutamic acid,B_3LV_T36
HPos_sky54,L-Homoserine,B_3LV_T36
HPos_sky55,L-Isoleucine,B_3LV_T36
HPos_sky59,L-Methionine,B_3LV_T36
HPos_sky60,L-Methionine S-oxide,B_3LV_T36
HPos_sky64,L-Serine,B_3LV_T36
HPos_sky71,N6-Acetyl-L-lysine,B_3LV_T36
HPos_sky72,Ophthalmic acid,B_3LV_T36
HPos_sky73,Pipecolic acid,B_3LV_T36
HPos_sky74,Proline betaine,B_3LV_T36
RP_14640,Methylthioadenosine,B_3LV_T36
RP_20713,Riboflavin,B_3LV_T36
RP_3959,L-Phenylalanine,B_3LV_T36
RP_6828,L-Tryptophan,B_3LV_T36
RP_7155,L-Kynurenine,B_3LV_T36
RP_7669,Desthiobiotin,B_3LV_T36
RP_sky1,Agmatine,B_3LV_T36
RP_sky15,Nicotinic acid,B_3LV_T36
RP_sky16,Pantothenic acid,B_3LV_T36
RP_sky17,Pyridoxal,B_3LV_T36
RP_sky21,Pyridoxine,B_3LV_T36
RP_sky23,S-Adenosylhomocysteine,B_3LV_T36
RP_sky24,S-Adenosylmethionine,B_3LV_T36
RP_sky29,Xanthine,B_3LV_T36
HNeg_1963,Thymidine,B_3LV_T48
HNeg_1982,Uridine,B_3LV_T48
HNeg_2117,D-Fructose 6-phosphate,B_3LV_T48
HNeg_2173,Inosine,B_3LV_T48
HNeg_2634,Trehalose,B_3LV_T48
HNeg_2635,Sucrose,B_3LV_T48
HNeg_3117,UDP-N-acetylglucosamine,B_3LV_T48
HNeg_609,"Taurine, 2H4",B_3LV_T48
HNeg_sky1,2-Ketoglutaric acid,B_3LV_T48
HNeg_sky11,D-Gluconic acid,B_3LV_T48
HNeg_sky19,L-Cysteic acid,B_3LV_T48
HNeg_sky22,N-Acetyl-L-glutamic acid,B_3LV_T48
HNeg_sky27,Succinic acid,B_3LV_T48
HNeg_sky32,Taurine,B_3LV_T48
HNeg_sky34,Threonic acid,B_3LV_T48
HNeg_sky36,Thymine,B_3LV_T48
HNeg_sky6,Adenosine monophosphate,B_3LV_T48
HPos_1007,Hypoxanthine,B_3LV_T48
HPos_1022,Trigonelline,B_3LV_T48
HPos_108,Glycine,B_3LV_T48
HPos_1157,Ectoine,B_3LV_T48
HPos_1230,(3-Carboxypropyl)trimethylammonium,B_3LV_T48
HPos_1241,L-Glutamine,B_3LV_T48
HPos_1251,L-Lysine,B_3LV_T48
HPos_1419,L-Histidine,B_3LV_T48
HPos_1496,5-Hydroxyectoine,B_3LV_T48
HPos_1519,Betonicine,B_3LV_T48
HPos_1848,Arsenobetaine,B_3LV_T48
HPos_1926,L-Tyrosine,B_3LV_T48
HPos_257,Sarcosine,B_3LV_T48
HPos_261,L-Alanine,B_3LV_T48
HPos_2837,Ergothioneine,B_3LV_T48
HPos_3067,Cytidine,B_3LV_T48
HPos_3196,Deoxyadenosine,B_3LV_T48
HPos_3236,2-O-alpha-D-Glucosylglycerol,B_3LV_T48
HPos_3429,Adenosine,B_3LV_T48
HPos_3670,Guanosine,B_3LV_T48
HPos_556,Cytosine,B_3LV_T48
HPos_5986,Glutathione disulfide,B_3LV_T48
HPos_639,L-Proline,B_3LV_T48
HPos_705,L-Threonine,B_3LV_T48
HPos_954,L-Asparagine,B_3LV_T48
HPos_962,L-Aspartic acid,B_3LV_T48
HPos_978,Dimethylsulfoniopropionate,B_3LV_T48
HPos_989,Adenine,B_3LV_T48
HPos_sky35,Glycine betaine,B_3LV_T48
HPos_sky38,Guanine,B_3LV_T48
HPos_sky45,Hypotaurine,B_3LV_T48
HPos_sky51,L-Glutamic acid,B_3LV_T48
HPos_sky54,L-Homoserine,B_3LV_T48
HPos_sky55,L-Isoleucine,B_3LV_T48
HPos_sky59,L-Methionine,B_3LV_T48
HPos_sky60,L-Methionine S-oxide,B_3LV_T48
HPos_sky64,L-Serine,B_3LV_T48
HPos_sky71,N6-Acetyl-L-lysine,B_3LV_T48
HPos_sky72,Ophthalmic acid,B_3LV_T48
HPos_sky73,Pipecolic acid,B_3LV_T48
HPos_sky74,Proline betaine,B_3LV_T48
RP_14640,Methylthioadenosine,B_3LV_T48
RP_20713,Riboflavin,B_3LV_T48
RP_3959,L-Phenylalanine,B_3LV_T48
RP_6828,L-Tryptophan,B_3LV_T48
RP_7155,L-Kynurenine,B_3LV_T48
RP_7669,Desthiobiotin,B_3LV_T48
RP_sky1,Agmatine,B_3LV_T48
RP_sky15,Nicotinic acid,B_3LV_T48
RP_sky16,Pantothenic acid,B_3LV_T48
RP_sky17,Pyridoxal,B_3LV_T48
RP_sky21,Pyridoxine,B_3LV_T48
RP_sky23,S-Adenosylhomocysteine,B_3LV_T48
RP_sky24,S-Adenosylmethionine,B_3LV_T48
RP_sky29,Xanthine,B_3LV_T48
HNeg_1963,Thymidine,B_6HV_T0
HNeg_1982,Uridine,B_6HV_T0
HNeg_2117,D-Fructose 6-phosphate,B_6HV_T0
HNeg_2173,Inosine,B_6HV_T0
HNeg_2635,Sucrose,B_6HV_T0
HNeg_3117,UDP-N-acetylglucosamine,B_6HV_T0
HNeg_sky1,2-Ketoglutaric acid,B_6HV_T0
HNeg_sky11,D-Gluconic acid,B_6HV_T0
HNeg_sky19,L-Cysteic acid,B_6HV_T0
HNeg_sky22,N-Acetyl-L-glutamic acid,B_6HV_T0
HNeg_sky32,Taurine,B_6HV_T0
HNeg_sky6,Adenosine monophosphate,B_6HV_T0
HPos_1007,Hypoxanthine,B_6HV_T0
HPos_1157,Ectoine,B_6HV_T0
HPos_1241,L-Glutamine,B_6HV_T0
HPos_1496,5-Hydroxyectoine,B_6HV_T0
HPos_1519,Betonicine,B_6HV_T0
HPos_1848,Arsenobetaine,B_6HV_T0
HPos_261,L-Alanine,B_6HV_T0
HPos_3067,Cytidine,B_6HV_T0
HPos_3196,Deoxyadenosine,B_6HV_T0
HPos_3429,Adenosine,B_6HV_T0
HPos_3670,Guanosine,B_6HV_T0
HPos_556,Cytosine,B_6HV_T0
HPos_5986,Glutathione disulfide,B_6HV_T0
HPos_639,L-Proline,B_6HV_T0
HPos_705,L-Threonine,B_6HV_T0
HPos_962,L-Aspartic acid,B_6HV_T0
HPos_978,Dimethylsulfoniopropionate,B_6HV_T0
HPos_989,Adenine,B_6HV_T0
HPos_sky16,Creatine,B_6HV_T0
HPos_sky35,Glycine betaine,B_6HV_T0
HPos_sky38,Guanine,B_6HV_T0
HPos_sky45,Hypotaurine,B_6HV_T0
HPos_sky51,L-Glutamic acid,B_6HV_T0
HPos_sky54,L-Homoserine,B_6HV_T0
HPos_sky59,L-Methionine,B_6HV_T0
HPos_sky60,L-Methionine S-oxide,B_6HV_T0
HPos_sky64,L-Serine,B_6HV_T0
HPos_sky71,N6-Acetyl-L-lysine,B_6HV_T0
HPos_sky72,Ophthalmic acid,B_6HV_T0
HPos_sky73,Pipecolic acid,B_6HV_T0
HPos_sky74,Proline betaine,B_6HV_T0
RP_14640,Methylthioadenosine,B_6HV_T0
RP_7669,Desthiobiotin,B_6HV_T0
RP_sky16,Pantothenic acid,B_6HV_T0
RP_sky17,Pyridoxal,B_6HV_T0
RP_sky21,Pyridoxine,B_6HV_T0
RP_sky23,S-Adenosylhomocysteine,B_6HV_T0
RP_sky24,S-Adenosylmethionine,B_6HV_T0
HNeg_1982,Uridine,B_6HV_T12
HNeg_2117,D-Fructose 6-phosphate,B_6HV_T12
HNeg_2173,Inosine,B_6HV_T12
HNeg_2634,Trehalose,B_6HV_T12
HNeg_2635,Sucrose,B_6HV_T12
HNeg_3117,UDP-N-acetylglucosamine,B_6HV_T12
HNeg_sky1,2-Ketoglutaric acid,B_6HV_T12
HNeg_sky11,D-Gluconic acid,B_6HV_T12
HNeg_sky19,L-Cysteic acid,B_6HV_T12
HNeg_sky22,N-Acetyl-L-glutamic acid,B_6HV_T12
HNeg_sky32,Taurine,B_6HV_T12
HNeg_sky36,Thymine,B_6HV_T12
HNeg_sky6,Adenosine monophosphate,B_6HV_T12
HPos_1007,Hypoxanthine,B_6HV_T12
HPos_1157,Ectoine,B_6HV_T12
HPos_1241,L-Glutamine,B_6HV_T12
HPos_1496,5-Hydroxyectoine,B_6HV_T12
HPos_1519,Betonicine,B_6HV_T12
HPos_1848,Arsenobetaine,B_6HV_T12
HPos_1926,L-Tyrosine,B_6HV_T12
HPos_257,Sarcosine,B_6HV_T12
HPos_261,L-Alanine,B_6HV_T12
HPos_3067,Cytidine,B_6HV_T12
HPos_3196,Deoxyadenosine,B_6HV_T12
HPos_3236,2-O-alpha-D-Glucosylglycerol,B_6HV_T12
HPos_3429,Adenosine,B_6HV_T12
HPos_3670,Guanosine,B_6HV_T12
HPos_556,Cytosine,B_6HV_T12
HPos_5986,Glutathione disulfide,B_6HV_T12
HPos_639,L-Proline,B_6HV_T12
HPos_705,L-Threonine,B_6HV_T12
HPos_962,L-Aspartic acid,B_6HV_T12
HPos_978,Dimethylsulfoniopropionate,B_6HV_T12
HPos_989,Adenine,B_6HV_T12
HPos_sky16,Creatine,B_6HV_T12
HPos_sky35,Glycine betaine,B_6HV_T12
HPos_sky38,Guanine,B_6HV_T12
HPos_sky45,Hypotaurine,B_6HV_T12
HPos_sky51,L-Glutamic acid,B_6HV_T12
HPos_sky54,L-Homoserine,B_6HV_T12
HPos_sky55,L-Isoleucine,B_6HV_T12
HPos_sky59,L-Methionine,B_6HV_T12
HPos_sky60,L-Methionine S-oxide,B_6HV_T12
HPos_sky64,L-Serine,B_6HV_T12
HPos_sky71,N6-Acetyl-L-lysine,B_6HV_T12
HPos_sky72,Ophthalmic acid,B_6HV_T12
HPos_sky73,Pipecolic acid,B_6HV_T12
HPos_sky74,Proline betaine,B_6HV_T12
RP_14640,Methylthioadenosine,B_6HV_T12
RP_20713,Riboflavin,B_6HV_T12
RP_3959,L-Phenylalanine,B_6HV_T12
RP_6828,L-Tryptophan,B_6HV_T12
RP_7155,L-Kynurenine,B_6HV_T12
RP_7669,Desthiobiotin,B_6HV_T12
RP_sky1,Agmatine,B_6HV_T12
RP_sky16,Pantothenic acid,B_6HV_T12
RP_sky17,Pyridoxal,B_6HV_T12
RP_sky21,Pyridoxine,B_6HV_T12
RP_sky23,S-Adenosylhomocysteine,B_6HV_T12
RP_sky24,S-Adenosylmethionine,B_6HV_T12
HNeg_1963,Thymidine,B_6HV_T24
HNeg_1982,Uridine,B_6HV_T24
HNeg_2117,D-Fructose 6-phosphate,B_6HV_T24
HNeg_2173,Inosine,B_6HV_T24
HNeg_2634,Trehalose,B_6HV_T24
HNeg_2635,Sucrose,B_6HV_T24
HNeg_3117,UDP-N-acetylglucosamine,B_6HV_T24
HNeg_sky1,2-Ketoglutaric acid,B_6HV_T24
HNeg_sky11,D-Gluconic acid,B_6HV_T24
HNeg_sky19,L-Cysteic acid,B_6HV_T24
HNeg_sky22,N-Acetyl-L-glutamic acid,B_6HV_T24
HNeg_sky32,Taurine,B_6HV_T24
HNeg_sky36,Thymine,B_6HV_T24
HNeg_sky6,Adenosine monophosphate,B_6HV_T24
HPos_1007,Hypoxanthine,B_6HV_T24
HPos_1157,Ectoine,B_6HV_T24
HPos_1230,(3-Carboxypropyl)trimethylammonium,B_6HV_T24
HPos_1241,L-Glutamine,B_6HV_T24
HPos_1419,L-Histidine,B_6HV_T24
HPos_1496,5-Hydroxyectoine,B_6HV_T24
HPos_1519,Betonicine,B_6HV_T24
HPos_1848,Arsenobetaine,B_6HV_T24
HPos_1926,L-Tyrosine,B_6HV_T24
HPos_257,Sarcosine,B_6HV_T24
HPos_261,L-Alanine,B_6HV_T24
HPos_3067,Cytidine,B_6HV_T24
HPos_3196,Deoxyadenosine,B_6HV_T24
HPos_3236,2-O-alpha-D-Glucosylglycerol,B_6HV_T24
HPos_3429,Adenosine,B_6HV_T24
HPos_3670,Guanosine,B_6HV_T24
HPos_556,Cytosine,B_6HV_T24
HPos_5986,Glutathione disulfide,B_6HV_T24
HPos_639,L-Proline,B_6HV_T24
HPos_705,L-Threonine,B_6HV_T24
HPos_962,L-Aspartic acid,B_6HV_T24
HPos_978,Dimethylsulfoniopropionate,B_6HV_T24
HPos_989,Adenine,B_6HV_T24
HPos_sky16,Creatine,B_6HV_T24
HPos_sky35,Glycine betaine,B_6HV_T24
HPos_sky38,Guanine,B_6HV_T24
HPos_sky45,Hypotaurine,B_6HV_T24
HPos_sky51,L-Glutamic acid,B_6HV_T24
