series,experiment,treatment,time,pop,Qc,abundance
E3,E,LG,12,bacteria,12.793899727451285,759.4254937163334
E3,E,LG,12,bacteria2,22.620959619863587,942.5493716337471
E3,E,LG,18,bacteria,12.352361156627667,653.239929947464
E3,E,LG,18,bacteria2,22.18430691482207,777.583187390547
E3,E,LG,24,bacteria,12.29065887588226,724.0398293029872
E3,E,LG,24,bacteria2,22.334439720989444,586.0597439544808
E3,E,LG,30,bacteria,13.3170275247017,549.5798319327704
E3,E,LG,30,bacteria2,23.962230141847435,300.8403361344523
E3,E,LG,36,bacteria,14.039385442696217,64.45993031358897
E3,E,LG,36,bacteria2,19.93035598975672,144.59930313588876
E3,E,LG,42,bacteria,10.597987276873916,38.528896672504246
E3,E,LG,42,bacteria2,23.59833288728101,49.03677758318722
E3,E,LG,48,bacteria,12.430426780073379,15.873015873015817
E3,E,LG,48,bacteria2,22.874813992390845,29.982363315696542
E4,E,LG,0,bacteria,12.005351842962343,596.9101123595531
E4,E,LG,0,bacteria2,23.510195310506646,676.9662921348342
E4,E,LG,6,bacteria,12.703359137835212,583.5777126099698
E4,E,LG,6,bacteria2,23.222755680319594,706.7448680351896
E4,E,LG,12,bacteria,12.84459694610509,749.6087636932731
E4,E,LG,12,bacteria2,22.278199353073028,801.2519561815361
E4,E,LG,18,bacteria,12.319548078980421,680.7580174927115
E4,E,LG,18,bacteria2,21.495627117167114,674.927113702624
E4,E,LG,24,bacteria,12.082061912591218,789.5569620253152
E4,E,LG,24,bacteria2,22.714761047819614,685.1265822784799
E4,E,LG,30,bacteria,13.236139086470528,747.4150664697204
E4,E,LG,30,bacteria2,23.15937392425147,447.5627769571646
E4,E,LG,36,bacteria,14.908390457175477,217.72939346811887
E4,E,LG,36,bacteria2,20.024858674931224,363.9191290824273
E4,E,LG,42,bacteria,13.013106732676631,36.75344563552828
E4,E,LG,42,bacteria2,23.756336987824675,58.19295558958644
E4,E,LG,48,bacteria,12.973121617490596,15.988372093023257
E4,E,LG,48,bacteria2,25.865035305317765,42.151162790697676
E5,E,HG,0,bacteria,12.571415305307644,750.380517503804
E5,E,HG,0,bacteria2,22.690134127289316,1003.0441400304398
E5,E,HG,6,bacteria,13.482793238928636,829.6874999999987
E5,E,HG,6,bacteria2,23.887182112522183,740.6249999999989
E5,E,HG,12,bacteria,13.635439471954513,833.576642335764
E5,E,HG,12,bacteria2,22.976745593915044,607.2992700729909
E5,E,HG,18,bacteria,12.653578419550083,131.2499999999998
E5,E,HG,18,bacteria2,22.443903917882036,157.81249999999974
E5,E,HG,24,bacteria,13.16072865534167,42.19409282700428
E5,E,HG,24,bacteria2,24.47195496675671,92.82700421940942
E5,E,HG,30,bacteria,12.75917352458886,30.72196620583708
E5,E,HG,30,bacteria2,22.184619923363734,59.90783410138231
E5,E,HG,36,bacteria,13.481202133897746,52.023121387282934
E5,E,HG,36,bacteria2,21.115546376655864,70.80924855491288
E5,E,HG,42,bacteria,12.552093941365607,47.619047619047556
E5,E,HG,42,bacteria2,20.87542780702514,14.157014157014139
E5,E,HG,48,bacteria,12.219306814694246,79.87711213517642
E5,E,HG,48,bacteria2,24.264458467742973,21.505376344085956
E6,E,HG,0,bacteria,12.322236848850288,826.8933539412699
E6,E,HG,0,bacteria2,22.538772401683623,1058.7326120556447
E6,E,HG,6,bacteria,13.440646933382551,922.7202472952058
E6,E,HG,6,bacteria2,24.47747942136607,760.4327666151445
E6,E,HG,12,bacteria,13.207521840702997,836.1408882082683
E6,E,HG,12,bacteria2,22.38913355776187,581.9295558958644
E6,E,HG,18,bacteria,12.422165751345563,222.7272727272734
E6,E,HG,18,bacteria2,21.49337344384483,162.1212121212126
E6,E,HG,24,bacteria,12.133601183120852,56.748466257668795
E6,E,HG,24,bacteria2,22.844845745763706,81.28834355828234
E6,E,HG,30,bacteria,11.159521045648647,35.060975609756156
E6,E,HG,30,bacteria2,24.95108087657892,41.15853658536592
E6,E,HG,36,bacteria,11.745190499160012,90.22556390977444
E6,E,HG,36,bacteria2,23.652656364332508,72.18045112781955
E6,E,HG,42,bacteria,11.706013925167413,110.5990783410135
E6,E,HG,42,bacteria2,20.97258354936595,41.474654377880064
E6,E,HG,48,bacteria,11.415190740627304,81.16385911179161
E6,E,HG,48,bacteria2,20.860708991148947,49.004594180704366
E7,E,HG,0,bacteria,12.35244513080331,779.8449612403077
E7,E,HG,0,bacteria2,22.76070488574728,1021.705426356586
E7,E,HG,6,bacteria,13.575583093449403,1039.3325387365924
E7,E,HG,6,bacteria2,24.134278317566114,821.2157330154955
E7,E,HG,12,bacteria,13.102141221800206,862.06896551724
E7,E,HG,12,bacteria2,23.313301355521045,534.4827586206889
E7,E,HG,18,bacteria,11.770477241391966,232.33908948194554
E7,E,HG,18,bacteria2,21.469629406888806,202.5117739403444
E7,E,HG,24,bacteria,11.837690967838949,76.92307692307703
E7,E,HG,24,bacteria2,23.076562456267478,135.0078492935638
E7,E,HG,30,bacteria,12.319127383819652,42.5531914893617
E7,E,HG,30,bacteria2,21.92931861100288,49.645390070921984
E7,E,HG,36,bacteria,11.817219722967403,70.69219440353429
E7,E,HG,36,bacteria2,22.36397575347502,54.49189985272435
E7,E,HG,42,bacteria,12.212173116021415,101.89573459715639
E7,E,HG,42,bacteria2,23.154281441987393,42.654028436018955
E7,E,HG,48,bacteria,11.454752959340913,109.19540229885074
E7,E,HG,48,bacteria2,23.068721613035727,54.59770114942537
