GENE.NAME,KEGG,PathwayID,Pathway_info,Details
uvrC,K03703,9124,Replication and repair,03420 Nucleotide excision repair [PATH:ko03420]
uvrC,K03703,9124,Replication and repair,03400 DNA repair and recombination proteins [BR:ko03400]
PMM0357,K03707,9121,Transcription,03000 Transcription factors [BR:ko03000]
PMM0357,K03707,9108,Metabolism of cofactors and vitamins,00730 Thiamine metabolism [PATH:ko00730]
fur,K03711,9121,Transcription,03000 Transcription factors [BR:ko03000]
PMM1030,K03711,9121,Transcription,03000 Transcription factors [BR:ko03000]
dinG,K03722,9124,Replication and repair,03400 DNA repair and recombination proteins [BR:ko03400]
mfd,K03723,9124,Replication and repair,03420 Nucleotide excision repair [PATH:ko03420]
mfd,K03723,9124,Replication and repair,03400 DNA repair and recombination proteins [BR:ko03400]
PMM0728,K03724,9124,Replication and repair,03400 DNA repair and recombination proteins [BR:ko03400]
cinA,K03742,9108,Metabolism of cofactors and vitamins,00760 Nicotinate and nicotinamide metabolism [PATH:ko00760]
cds-WP_011132789.1,K03767,9168,Drug resistance,01503 Cationic antimicrobial peptide (CAMP) resistance [PATH:ko01503]
rot,K03767,9168,Drug resistance,01503 Cationic antimicrobial peptide (CAMP) resistance [PATH:ko01503]
cds-WP_011132789.1,K03767,9123,"Folding, sorting and degradation",03110 Chaperones and folding catalysts [BR:ko03110]
rot,K03767,9123,"Folding, sorting and degradation",03110 Chaperones and folding catalysts [BR:ko03110]
cds-WP_011132789.1,K03767,9143,Cell growth and death,04217 Necroptosis [PATH:ko04217]
rot,K03767,9143,Cell growth and death,04217 Necroptosis [PATH:ko04217]
cds-WP_011132789.1,K03767,9141,Transport and catabolism,04147 Exosome [BR:ko04147]
rot,K03767,9141,Transport and catabolism,04147 Exosome [BR:ko04147]
cds-WP_011132789.1,K03768,9123,"Folding, sorting and degradation",03110 Chaperones and folding catalysts [BR:ko03110]
rot,K03768,9123,"Folding, sorting and degradation",03110 Chaperones and folding catalysts [BR:ko03110]
fkpA,K03772,9123,"Folding, sorting and degradation",03110 Chaperones and folding catalysts [BR:ko03110]
aroQ,K03786,9105,Amino acid metabolism,"00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]"
surE,K03787,9104,Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230]
surE,K03787,9104,Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:ko00240]
surE,K03787,9108,Metabolism of cofactors and vitamins,00760 Nicotinate and nicotinamide metabolism [PATH:ko00760]
rimI,K03789,9122,Translation,03009 Ribosome biogenesis [BR:ko03009]
PMM1089,K03789,9122,Translation,03009 Ribosome biogenesis [BR:ko03009]
cbiX,K03795,9108,Metabolism of cofactors and vitamins,00860 Porphyrin and chlorophyll metabolism [PATH:ko00860]
ctpA,K03797,9112,Enzyme families,01002 Peptidases [BR:ko01002]
prc,K03797,9112,Enzyme families,01002 Peptidases [BR:ko01002]
ftsH3,K03798,9123,"Folding, sorting and degradation",03110 Chaperones and folding catalysts [BR:ko03110]
ftsH1,K03798,9123,"Folding, sorting and degradation",03110 Chaperones and folding catalysts [BR:ko03110]
ftsH4,K03798,9123,"Folding, sorting and degradation",03110 Chaperones and folding catalysts [BR:ko03110]
ftsH2,K03798,9123,"Folding, sorting and degradation",03110 Chaperones and folding catalysts [BR:ko03110]
ftsH3,K03798,9112,Enzyme families,01002 Peptidases [BR:ko01002]
ftsH1,K03798,9112,Enzyme families,01002 Peptidases [BR:ko01002]
ftsH4,K03798,9112,Enzyme families,01002 Peptidases [BR:ko01002]
ftsH2,K03798,9112,Enzyme families,01002 Peptidases [BR:ko01002]
lplA,K03800,9108,Metabolism of cofactors and vitamins,00785 Lipoic acid metabolism [PATH:ko00785]
lipB,K03801,9108,Metabolism of cofactors and vitamins,00785 Lipoic acid metabolism [PATH:ko00785]
mviM_a,K03810,9194,Poorly characterized,99996 General function prediction only
lnt,K03820,9193,Cellular processes and signaling,99992 Membrane and intracellular structural molecules
fldA,K03839,9191,Metabolism,99982 Energy metabolism
PMM1178,K03867,9107,Glycan biosynthesis and metabolism,01003 Glycosyltransferases [BR:ko01003]
ndbB,K03885,9102,Energy metabolism,00190 Oxidative phosphorylation [PATH:ko00190]
arsR,K03892,9121,Transcription,03000 Transcription factors [BR:ko03000]
cutA,K03926,9193,Cellular processes and signaling,99994 Inorganic ion transport and metabolism
der,K03977,9122,Translation,03009 Ribosome biogenesis [BR:ko03009]
obg,K03979,9122,Translation,03009 Ribosome biogenesis [BR:ko03009]
murJ,K03980,9107,Glycan biosynthesis and metabolism,01011 Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]
murJ,K03980,9131,Membrane transport,02000 Transporters [BR:ko02000]
acsF,K04035,9108,Metabolism of cofactors and vitamins,00860 Porphyrin and chlorophyll metabolism [PATH:ko00860]
chlL,K04037,9108,Metabolism of cofactors and vitamins,00860 Porphyrin and chlorophyll metabolism [PATH:ko00860]
chlN,K04038,9108,Metabolism of cofactors and vitamins,00860 Porphyrin and chlorophyll metabolism [PATH:ko00860]
chlB,K04039,9108,Metabolism of cofactors and vitamins,00860 Porphyrin and chlorophyll metabolism [PATH:ko00860]
chlG,K04040,9108,Metabolism of cofactors and vitamins,00860 Porphyrin and chlorophyll metabolism [PATH:ko00860]
chlG,K04040,9109,Metabolism of terpenoids and polyketides,01006 Prenyltransferases [BR:ko01006]
glmU,K04042,9101,Carbohydrate metabolism,00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
dnaK2,K04043,9123,"Folding, sorting and degradation",03110 Chaperones and folding catalysts [BR:ko03110]
dnaK1,K04043,9123,"Folding, sorting and degradation",03110 Chaperones and folding catalysts [BR:ko03110]
dnaK2,K04043,9149,Aging,04212 Longevity regulating pathway - worm [PATH:ko04212]
dnaK1,K04043,9149,Aging,04212 Longevity regulating pathway - worm [PATH:ko04212]
dnaK2,K04043,9122,Translation,03019 Messenger RNA Biogenesis [BR:ko03019]
dnaK1,K04043,9122,Translation,03019 Messenger RNA Biogenesis [BR:ko03019]
dnaK2,K04043,9141,Transport and catabolism,04147 Exosome [BR:ko04147]
dnaK1,K04043,9141,Transport and catabolism,04147 Exosome [BR:ko04147]
dnaK2,K04043,9122,Translation,03029 Mitochondrial biogenesis [BR:ko03029]
dnaK1,K04043,9122,Translation,03029 Mitochondrial biogenesis [BR:ko03029]
dnaK2,K04043,9123,"Folding, sorting and degradation",03018 RNA degradation [PATH:ko03018]
dnaK1,K04043,9123,"Folding, sorting and degradation",03018 RNA degradation [PATH:ko03018]
dnaK2,K04043,9167,Infectious diseases,05152 Tuberculosis [PATH:ko05152]
dnaK1,K04043,9167,Infectious diseases,05152 Tuberculosis [PATH:ko05152]
priA,K04066,9124,Replication and repair,03440 Homologous recombination [PATH:ko03440]
priA,K04066,9124,Replication and repair,03400 DNA repair and recombination proteins [BR:ko03400]
tilS,K04075,9122,Translation,03016 Transfer RNA biogenesis [BR:ko03016]
groEL,K04077,9122,Translation,03029 Mitochondrial biogenesis [BR:ko03029]
groL2,K04077,9122,Translation,03029 Mitochondrial biogenesis [BR:ko03029]
groEL,K04077,9166,Endocrine and metabolic diseases,04940 Type I diabetes mellitus [PATH:ko04940]
groL2,K04077,9166,Endocrine and metabolic diseases,04940 Type I diabetes mellitus [PATH:ko04940]
groEL,K04077,9149,Aging,04212 Longevity regulating pathway - worm [PATH:ko04212]
groL2,K04077,9149,Aging,04212 Longevity regulating pathway - worm [PATH:ko04212]
groEL,K04077,9167,Infectious diseases,05152 Tuberculosis [PATH:ko05152]
groL2,K04077,9167,Infectious diseases,05152 Tuberculosis [PATH:ko05152]
groEL,K04077,9167,Infectious diseases,05134 Legionellosis [PATH:ko05134]
groL2,K04077,9167,Infectious diseases,05134 Legionellosis [PATH:ko05134]
groEL,K04077,9122,Translation,03019 Messenger RNA Biogenesis [BR:ko03019]
groL2,K04077,9122,Translation,03019 Messenger RNA Biogenesis [BR:ko03019]
groEL,K04077,9141,Transport and catabolism,04147 Exosome [BR:ko04147]
groL2,K04077,9141,Transport and catabolism,04147 Exosome [BR:ko04147]
groEL,K04077,9123,"Folding, sorting and degradation",03018 RNA degradation [PATH:ko03018]
groL2,K04077,9123,"Folding, sorting and degradation",03018 RNA degradation [PATH:ko03018]
groEL,K04077,9123,"Folding, sorting and degradation",03110 Chaperones and folding catalysts [BR:ko03110]
groL2,K04077,9123,"Folding, sorting and degradation",03110 Chaperones and folding catalysts [BR:ko03110]
groS,K04078,9122,Translation,03029 Mitochondrial biogenesis [BR:ko03029]
groS,K04078,9123,"Folding, sorting and degradation",03110 Chaperones and folding catalysts [BR:ko03110]
htpG,K04079,9152,Endocrine system,04914 Progesterone-mediated oocyte maturation [PATH:ko04914]
htpG,K04079,9132,Signal transduction,04151 PI3K-Akt signaling pathway [PATH:ko04151]
htpG,K04079,9161,Cancers,05200 Pathways in cancer [PATH:ko05200]
htpG,K04079,9123,"Folding, sorting and degradation",03051 Proteasome [BR:ko03051]
htpG,K04079,9159,Environmental adaptation,04626 Plant-pathogen interaction [PATH:ko04626]
htpG,K04079,9151,Immune system,04659 Th17 cell differentiation [PATH:ko04659]
htpG,K04079,9161,Cancers,05215 Prostate cancer [PATH:ko05215]
htpG,K04079,9122,Translation,03029 Mitochondrial biogenesis [BR:ko03029]
htpG,K04079,9112,Enzyme families,01009 Protein phosphatase and associated proteins [BR:ko01009]
htpG,K04079,9152,Endocrine system,04915 Estrogen signaling pathway [PATH:ko04915]
htpG,K04079,9165,Cardiovascular diseases,05418 Fluid shear stress and atherosclerosis [PATH:ko05418]
htpG,K04079,9123,"Folding, sorting and degradation",04141 Protein processing in endoplasmic reticulum [PATH:ko04141]
htpG,K04079,9151,Immune system,04621 NOD-like receptor signaling pathway [PATH:ko04621]
htpG,K04079,9141,Transport and catabolism,04147 Exosome [BR:ko04147]
htpG,K04079,9151,Immune system,04657 IL-17 signaling pathway [PATH:ko04657]
htpG,K04079,9123,"Folding, sorting and degradation",04131 Membrane trafficking [BR:ko04131]
htpG,K04079,9123,"Folding, sorting and degradation",03110 Chaperones and folding catalysts [BR:ko03110]
htpG,K04079,9151,Immune system,04612 Antigen processing and presentation [PATH:ko04612]
htpG,K04079,9143,Cell growth and death,04217 Necroptosis [PATH:ko04217]
hslO,K04083,9123,"Folding, sorting and degradation",03110 Chaperones and folding catalysts [BR:ko03110]
trmFO,K04094,9124,Replication and repair,03036 Chromosome and associated proteins [BR:ko03036]
trmFO,K04094,9122,Translation,03016 Transfer RNA biogenesis [BR:ko03016]
cefD,K04127,9110,Biosynthesis of other secondary metabolites,00311 Penicillin and cephalosporin biosynthesis [PATH:ko00311]
radA,K04485,9124,Replication and repair,03400 DNA repair and recombination proteins [BR:ko03400]
PMM0170,K04487,9122,Translation,03029 Mitochondrial biogenesis [BR:ko03029]
nifS,K04487,9122,Translation,03029 Mitochondrial biogenesis [BR:ko03029]
PMM0170,K04487,9108,Metabolism of cofactors and vitamins,00730 Thiamine metabolism [PATH:ko00730]
nifS,K04487,9108,Metabolism of cofactors and vitamins,00730 Thiamine metabolism [PATH:ko00730]
PMM0170,K04487,9141,Transport and catabolism,02048 Prokaryotic Defense System [BR:ko02048]
nifS,K04487,9141,Transport and catabolism,02048 Prokaryotic Defense System [BR:ko02048]
PMM0170,K04487,9123,"Folding, sorting and degradation",04122 Sulfur relay system [PATH:ko04122]
nifS,K04487,9123,"Folding, sorting and degradation",04122 Sulfur relay system [PATH:ko04122]
PMM0170,K04487,9122,Translation,03016 Transfer RNA biogenesis [BR:ko03016]
nifS,K04487,9122,Translation,03016 Transfer RNA biogenesis [BR:ko03016]
pheA,K04518,9105,Amino acid metabolism,"00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]"
lysS,K04567,9105,Amino acid metabolism,01007 Amino acid related enzymes [BR:ko01007]
lysS,K04567,9122,Translation,03016 Transfer RNA biogenesis [BR:ko03016]
lysS,K04567,9122,Translation,00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970]
glnK,K04751,9132,Signal transduction,02020 Two-component system [PATH:ko02020]
glnK,K04752,9192,Genetic information processing,99973 Transcription related proteins
fdx,K04755,9191,Metabolism,99982 Energy metabolism
rsbW,K04757,9121,Transcription,03021 Transcription machinery [BR:ko03021]
rsbW,K04757,9112,Enzyme families,01001 Protein kinases [BR:ko01001]
sppA,K04773,9112,Enzyme families,01002 Peptidases [BR:ko01002]
tas,K05275,9108,Metabolism of cofactors and vitamins,00750 Vitamin B6 metabolism [PATH:ko00750]
fer,K05337,9191,Metabolism,99982 Energy metabolism
sds,K05356,9109,Metabolism of terpenoids and polyketides,00900 Terpenoid backbone biosynthesis [PATH:ko00900]
sds,K05356,9109,Metabolism of terpenoids and polyketides,01006 Prenyltransferases [BR:ko01006]
mrcB,K05366,9107,Glycan biosynthesis and metabolism,01003 Glycosyltransferases [BR:ko01003]
mrcB,K05366,9107,Glycan biosynthesis and metabolism,01011 Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]
mrcB,K05366,9107,Glycan biosynthesis and metabolism,00550 Peptidoglycan biosynthesis [PATH:ko00550]
mrcB,K05366,9168,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501]
pebA,K05369,9108,Metabolism of cofactors and vitamins,00860 Porphyrin and chlorophyll metabolism [PATH:ko00860]
pebB,K05370,9108,Metabolism of cofactors and vitamins,00860 Porphyrin and chlorophyll metabolism [PATH:ko00860]
pcyA,K05371,9108,Metabolism of cofactors and vitamins,00860 Porphyrin and chlorophyll metabolism [PATH:ko00860]
cpeB,K05377,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194]
cpeB,K05377,9102,Energy metabolism,00196 Photosynthesis - antenna proteins [PATH:ko00196]
cpeS,K05382,9102,Energy metabolism,00196 Photosynthesis - antenna proteins [PATH:ko00196]
cpeS,K05382,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194]
mrdA,K05515,9107,Glycan biosynthesis and metabolism,00550 Peptidoglycan biosynthesis [PATH:ko00550]
mrdA,K05515,9168,Drug resistance,01501 beta-Lactam resistance [PATH:ko01501]
mrdA,K05515,9107,Glycan biosynthesis and metabolism,01011 Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]
dusA,K05539,9122,Translation,03016 Transfer RNA biogenesis [BR:ko03016]
dusB,K05540,9122,Translation,03016 Transfer RNA biogenesis [BR:ko03016]
ndhA,K05572,9102,Energy metabolism,00190 Oxidative phosphorylation [PATH:ko00190]
ndhB,K05573,9102,Energy metabolism,00190 Oxidative phosphorylation [PATH:ko00190]
ndhC,K05574,9102,Energy metabolism,00190 Oxidative phosphorylation [PATH:ko00190]
ndhD2,K05575,9102,Energy metabolism,00190 Oxidative phosphorylation [PATH:ko00190]
ndhD1,K05575,9102,Energy metabolism,00190 Oxidative phosphorylation [PATH:ko00190]
ndhE,K05576,9102,Energy metabolism,00190 Oxidative phosphorylation [PATH:ko00190]
ndhF,K05577,9102,Energy metabolism,00190 Oxidative phosphorylation [PATH:ko00190]
ndhG,K05578,9102,Energy metabolism,00190 Oxidative phosphorylation [PATH:ko00190]
ndhH,K05579,9102,Energy metabolism,00190 Oxidative phosphorylation [PATH:ko00190]
ndhI,K05580,9102,Energy metabolism,00190 Oxidative phosphorylation [PATH:ko00190]
ndhJ,K05581,9102,Energy metabolism,00190 Oxidative phosphorylation [PATH:ko00190]
ndhK,K05582,9102,Energy metabolism,00190 Oxidative phosphorylation [PATH:ko00190]
ndhL,K05583,9102,Energy metabolism,00190 Oxidative phosphorylation [PATH:ko00190]
ndhM,K05584,9102,Energy metabolism,00190 Oxidative phosphorylation [PATH:ko00190]
ndhN,K05585,9102,Energy metabolism,00190 Oxidative phosphorylation [PATH:ko00190]
deaD,K05592,9122,Translation,03019 Messenger RNA Biogenesis [BR:ko03019]
deaD,K05592,9123,"Folding, sorting and degradation",03018 RNA degradation [PATH:ko03018]
deaD,K05592,9122,Translation,03009 Ribosome biogenesis [BR:ko03009]
raiA,K05808,9122,Translation,03009 Ribosome biogenesis [BR:ko03009]
pgeF,K05810,9191,Metabolism,99985 Amino acid metabolism
rodA,K05837,9124,Replication and repair,03036 Chromosome and associated proteins [BR:ko03036]
PMM0535,K05886,9191,Metabolism,99985 Amino acid metabolism
cobK,K05895,9108,Metabolism of cofactors and vitamins,00860 Porphyrin and chlorophyll metabolism [PATH:ko00860]
scpA,K05896,9124,Replication and repair,03036 Chromosome and associated proteins [BR:ko03036]
cobM,K05936,9108,Metabolism of cofactors and vitamins,00860 Porphyrin and chlorophyll metabolism [PATH:ko00860]
ggpP,K05978,9191,Metabolism,99999 Others
comB,K05979,9102,Energy metabolism,00680 Methane metabolism [PATH:ko00680]
scpB,K06024,9124,Replication and repair,03036 Chromosome and associated proteins [BR:ko03036]
cobH,K06042,9108,Metabolism of cofactors and vitamins,00860 Porphyrin and chlorophyll metabolism [PATH:ko00860]
sqdB,K06118,9101,Carbohydrate metabolism,00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
sqdB,K06118,9103,Lipid metabolism,00561 Glycerolipid metabolism [PATH:ko00561]
PMM1239,K06147,9131,Membrane transport,02000 Transporters [BR:ko02000]
sodX,K06147,9131,Membrane transport,02000 Transporters [BR:ko02000]
PMM1099,K06147,9131,Membrane transport,02000 Transporters [BR:ko02000]
mdlB,K06147,9131,Membrane transport,02000 Transporters [BR:ko02000]
uppP,K06153,9107,Glycan biosynthesis and metabolism,01011 Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]
uppP,K06153,9107,Glycan biosynthesis and metabolism,00550 Peptidoglycan biosynthesis [PATH:ko00550]
PMM0089,K06158,9122,Translation,03012 Translation factors [BR:ko03012]
miaB,K06168,9122,Translation,03016 Transfer RNA biogenesis [BR:ko03016]
miaE,K06169,9122,Translation,03016 Transfer RNA biogenesis [BR:ko03016]
truA,K06173,9122,Translation,03016 Transfer RNA biogenesis [BR:ko03016]
rluF,K06178,9122,Translation,03009 Ribosome biogenesis [BR:ko03009]
rluD,K06180,9122,Translation,03009 Ribosome biogenesis [BR:ko03009]
rluF,K06182,9122,Translation,03009 Ribosome biogenesis [BR:ko03009]
rluF,K06183,9122,Translation,03009 Ribosome biogenesis [BR:ko03009]
recR,K06187,9124,Replication and repair,03440 Homologous recombination [PATH:ko03440]
recR,K06187,9124,Replication and repair,03400 DNA repair and recombination proteins [BR:ko03400]
ccdA,K06196,9131,Membrane transport,02000 Transporters [BR:ko02000]
PMM1631,K06199,9131,Membrane transport,02000 Transporters [BR:ko02000]
ccrB,K06199,9131,Membrane transport,02000 Transporters [BR:ko02000]
sfsA,K06206,9191,Metabolism,99981 Carbohydrate metabolism
typA,K06207,9193,Cellular processes and signaling,99995 Signal transduction mechanisms
aroH,K06208,9105,Amino acid metabolism,"00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]"
mgtE,K06213,9131,Membrane transport,02000 Transporters [BR:ko02000]
phoH,K06217,9193,Cellular processes and signaling,99995 Signal transduction mechanisms
maf,K06287,9193,Cellular processes and signaling,99978 Cell growth
spoIID,K06381,9193,Cellular processes and signaling,99978 Cell growth
cds-WP_225866769.1,K06402,9112,Enzyme families,01002 Peptidases [BR:ko01002]
tly,K06442,9122,Translation,03009 Ribosome biogenesis [BR:ko03009]
lcyB,K06443,9109,Metabolism of terpenoids and polyketides,00906 Carotenoid biosynthesis [PATH:ko00906]
crtL-e,K06443,9109,Metabolism of terpenoids and polyketides,00906 Carotenoid biosynthesis [PATH:ko00906]
crtL-e,K06444,9109,Metabolism of terpenoids and polyketides,00906 Carotenoid biosynthesis [PATH:ko00906]
lptB,K06861,9131,Membrane transport,02010 ABC transporters [PATH:ko02010]
lptB,K06861,9131,Membrane transport,02000 Transporters [BR:ko02000]
larE,K06864,9191,Metabolism,99987 Metabolism of cofactors and vitamins
pta,K06873,9194,Poorly characterized,99997 Function unknown
PMM0425,K06876,9194,Poorly characterized,99996 General function prediction only
cds-WP_225866770.1,K06883,9194,Poorly characterized,99997 Function unknown
PMM0916,K06883,9194,Poorly characterized,99997 Function unknown
PMM1444,K06883,9194,Poorly characterized,99997 Function unknown
PMM0323,K06885,9194,Poorly characterized,99997 Function unknown
PMM1283,K06890,9194,Poorly characterized,99997 Function unknown
TX50_RS03640,K06891,9192,Genetic information processing,99975 Protein folding and associated processing
clpS,K06891,9192,Genetic information processing,99975 Protein folding and associated processing
larB,K06898,9191,Metabolism,99987 Metabolism of cofactors and vitamins
PMM1366,K06911,9194,Poorly characterized,99997 Function unknown
mnmH,K06917,9122,Translation,03016 Transfer RNA biogenesis [BR:ko03016]
queC,K06920,9122,Translation,03016 Transfer RNA biogenesis [BR:ko03016]
queC,K06920,9108,Metabolism of cofactors and vitamins,00790 Folate biosynthesis [PATH:ko00790]
tsaE,K06925,9122,Translation,03016 Transfer RNA biogenesis [BR:ko03016]
PMM0850,K06940,9194,Poorly characterized,99997 Function unknown
rlmN,K06941,9122,Translation,03009 Ribosome biogenesis [BR:ko03009]
ychF,K06942,9122,Translation,03009 Ribosome biogenesis [BR:ko03009]
rsgA,K06949,9122,Translation,03009 Ribosome biogenesis [BR:ko03009]
rsgA,K06949,9108,Metabolism of cofactors and vitamins,00730 Thiamine metabolism [PATH:ko00730]
PMM1379,K06966,9194,Poorly characterized,99997 Function unknown
PMM0585,K06978,9194,Poorly characterized,99997 Function unknown
PMM1372,K06995,9194,Poorly characterized,99997 Function unknown
PMM0394,K06997,9191,Metabolism,99985 Amino acid metabolism
PMM0267,K06999,9191,Metabolism,99999 Others
PMM1370,K07007,9194,Poorly characterized,99997 Function unknown
PMM0789,K07015,9194,Poorly characterized,99997 Function unknown
PMM1144,K07019,9194,Poorly characterized,99997 Function unknown
gpgP,K07026,9101,Carbohydrate metabolism,00051 Fructose and mannose metabolism [PATH:ko00051]
cds-WP_011132123.1,K07027,9131,Membrane transport,02000 Transporters [BR:ko02000]
sufD,K07033,9194,Poorly characterized,99997 Function unknown
PMM1068,K07037,9194,Poorly characterized,99997 Function unknown
ybeY,K07042,9122,Translation,03009 Ribosome biogenesis [BR:ko03009]
PMM0352,K07052,9194,Poorly characterized,99997 Function unknown
PMM0516,K07052,9194,Poorly characterized,99997 Function unknown
rsmI,K07056,9122,Translation,03009 Ribosome biogenesis [BR:ko03009]
rbn,K07058,9194,Poorly characterized,99996 General function prediction only
PMM0120,K07071,9194,Poorly characterized,99997 Function unknown
PMM0441,K07079,9194,Poorly characterized,99997 Function unknown
PMM1476,K07079,9194,Poorly characterized,99997 Function unknown
sbtA,K07086,9194,Poorly characterized,99997 Function unknown
cds-WP_225866751.1,K07088,9194,Poorly characterized,99997 Function unknown
PMM0981,K07090,9194,Poorly characterized,99997 Function unknown
PMM1012,K07107,9194,Poorly characterized,99996 General function prediction only
PMM0033,K07120,9194,Poorly characterized,99997 Function unknown
PMM1094,K07146,9194,Poorly characterized,99996 General function prediction only
chrA,K07240,9131,Membrane transport,02000 Transporters [BR:ko02000]
dacB,K07259,9112,Enzyme families,01002 Peptidases [BR:ko01002]
dacB,K07259,9107,Glycan biosynthesis and metabolism,00550 Peptidoglycan biosynthesis [PATH:ko00550]
dacB,K07259,9107,Glycan biosynthesis and metabolism,01011 Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]
vanY,K07260,9112,Enzyme families,01002 Peptidases [BR:ko01002]
vanY,K07260,9132,Signal transduction,02020 Two-component system [PATH:ko02020]
vanY,K07260,9168,Drug resistance,01504 Antimicrobial resistance genes [BR:ko01504]
vanY,K07260,9168,Drug resistance,01502 Vancomycin resistance [PATH:ko01502]
vanY,K07260,9107,Glycan biosynthesis and metabolism,00550 Peptidoglycan biosynthesis [PATH:ko00550]
vanY,K07260,9107,Glycan biosynthesis and metabolism,01011 Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]
PMM0746,K07263,9112,Enzyme families,01002 Peptidases [BR:ko01002]
IAP75,K07277,9122,Translation,03029 Mitochondrial biogenesis [BR:ko03029]
IAP75,K07277,9131,Membrane transport,02000 Transporters [BR:ko02000]
ECM27,K07301,9131,Membrane transport,02000 Transporters [BR:ko02000]
msrA,K07304,9192,Genetic information processing,99975 Protein folding and associated processing
msrA_2,K07304,9192,Genetic information processing,99975 Protein folding and associated processing
msrB,K07305,9192,Genetic information processing,99975 Protein folding and associated processing
rsbU,K07315,9121,Transcription,03021 Transcription machinery [BR:ko03021]
grxD,K07390,9122,Translation,03029 Mitochondrial biogenesis [BR:ko03029]
grxD,K07390,9123,"Folding, sorting and degradation",03110 Chaperones and folding catalysts [BR:ko03110]
ecm4,K07393,9191,Metabolism,99985 Amino acid metabolism
PMM1025,K07397,9192,Genetic information processing,99975 Protein folding and associated processing
ccsB,K07399,9192,Genetic information processing,99975 Protein folding and associated processing
PMM0053,K07444,9192,Genetic information processing,"99976 Replication, recombination and repair proteins"
ruvX,K07447,9192,Genetic information processing,"99976 Replication, recombination and repair proteins"
PMM1014,K07448,9141,Transport and catabolism,02048 Prokaryotic Defense System [BR:ko02048]
mutS2,K07456,9124,Replication and repair,03430 Mismatch repair [PATH:ko03430]
mutS2,K07456,9124,Replication and repair,03400 DNA repair and recombination proteins [BR:ko03400]
mgs1,K07478,9192,Genetic information processing,"99976 Replication, recombination and repair proteins"
sua5,K07566,9122,Translation,03016 Transfer RNA biogenesis [BR:ko03016]
sua5,K07566,9122,Translation,03009 Ribosome biogenesis [BR:ko03009]
queA,K07568,9122,Translation,03016 Transfer RNA biogenesis [BR:ko03016]
PMM0730,K07577,9192,Genetic information processing,99974 Translation proteins
phoR,K07636,9112,Enzyme families,01001 Protein kinases [BR:ko01001]
phoR,K07636,9132,Signal transduction,02020 Two-component system [PATH:ko02020]
phoR,K07636,9132,Signal transduction,02022 Two-component system [BR:ko02022]
phoB,K07657,9132,Signal transduction,02022 Two-component system [BR:ko02022]
phoB,K07657,9132,Signal transduction,02020 Two-component system [PATH:ko02020]
nrdR,K07738,9121,Transcription,03000 Transcription factors [BR:ko03000]
PMM1493,K07742,9194,Poorly characterized,99997 Function unknown
PMM0416,K07755,9191,Metabolism,99999 Others
nblS,K07769,9132,Signal transduction,02020 Two-component system [PATH:ko02020]
nblS,K07769,9132,Signal transduction,02022 Two-component system [BR:ko02022]
nblS,K07769,9112,Enzyme families,01001 Protein kinases [BR:ko01001]
PMM1637,K07978,9121,Transcription,03000 Transcription factors [BR:ko03000]
PMM1695,K08151,9131,Membrane transport,02000 Transporters [BR:ko02000]
PMM1695,K08151,9168,Drug resistance,01504 Antimicrobial resistance genes [BR:ko01504]
purT,K08289,9108,Metabolism of cofactors and vitamins,00670 One carbon pool by folate [PATH:ko00670]
purT,K08289,9104,Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230]
rne,K08300,9123,"Folding, sorting and degradation",03018 RNA degradation [PATH:ko03018]
rne,K08300,9122,Translation,03009 Ribosome biogenesis [BR:ko03009]
rne,K08300,9122,Translation,03019 Messenger RNA Biogenesis [BR:ko03019]
PMM0090,K08372,9132,Signal transduction,02020 Two-component system [PATH:ko02020]
PMM0090,K08372,9112,Enzyme families,01002 Peptidases [BR:ko01002]
sasA,K08479,9132,Signal transduction,02020 Two-component system [PATH:ko02020]
sasA,K08479,9112,Enzyme families,01001 Protein kinases [BR:ko01001]
sasA,K08479,9132,Signal transduction,02022 Two-component system [BR:ko02022]
kaiB,K08481,9193,Cellular processes and signaling,99995 Signal transduction mechanisms
kaiC,K08482,9193,Cellular processes and signaling,99995 Signal transduction mechanisms
plsY,K08591,9103,Lipid metabolism,00564 Glycerophospholipid metabolism [PATH:ko00564]
plsY,K08591,9103,Lipid metabolism,01004 Lipid biosynthesis proteins [BR:ko01004]
plsY,K08591,9103,Lipid metabolism,00561 Glycerolipid metabolism [PATH:ko00561]
