GENE.NAME,KEGG,PathwayID,Pathway_info,Details
gldA,K00001,9111,Xenobiotics biodegradation and metabolism,00980 Metabolism of xenobiotics by cytochrome P450 [PATH:ko00980]
gldA,K00001,9103,Lipid metabolism,00071 Fatty acid degradation [PATH:ko00071]
gldA,K00001,9105,Amino acid metabolism,00350 Tyrosine metabolism [PATH:ko00350]
gldA,K00001,9108,Metabolism of cofactors and vitamins,00830 Retinol metabolism [PATH:ko00830]
gldA,K00001,9111,Xenobiotics biodegradation and metabolism,00982 Drug metabolism - cytochrome P450 [PATH:ko00982]
gldA,K00001,9111,Xenobiotics biodegradation and metabolism,00626 Naphthalene degradation [PATH:ko00626]
gldA,K00001,9111,Xenobiotics biodegradation and metabolism,00625 Chloroalkane and chloroalkene degradation [PATH:ko00625]
gldA,K00001,9101,Carbohydrate metabolism,00010 Glycolysis / Gluconeogenesis [PATH:ko00010]
thrA,K00003,9105,Amino acid metabolism,00300 Lysine biosynthesis [PATH:ko00300]
thrA,K00003,9105,Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ko00270]
thrA,K00003,9105,Amino acid metabolism,"00260 Glycine, serine and threonine metabolism [PATH:ko00260]"
gldA,K00005,9101,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640]
gldA,K00005,9103,Lipid metabolism,00561 Glycerolipid metabolism [PATH:ko00561]
ugd,K00012,9101,Carbohydrate metabolism,00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
ugd,K00012,9101,Carbohydrate metabolism,00040 Pentose and glucuronate interconversions [PATH:ko00040]
ugd,K00012,9101,Carbohydrate metabolism,00053 Ascorbate and aldarate metabolism [PATH:ko00053]
hisD,K00013,9105,Amino acid metabolism,00340 Histidine metabolism [PATH:ko00340]
aroE,K00014,9105,Amino acid metabolism,"00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]"
icd,K00031,9141,Transport and catabolism,04146 Peroxisome [PATH:ko04146]
icd,K00031,9106,Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ko00480]
icd,K00031,9102,Energy metabolism,00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]
icd,K00031,9101,Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ko00020]
gnd,K00033,9101,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030]
gnd,K00033,9106,Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ko00480]
zwf,K00036,9106,Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ko00480]
zwf,K00036,9101,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030]
zwf,K00036,9161,Cancers,05230 Central carbon metabolism in cancer [PATH:ko05230]
zwf,K00036,9141,Transport and catabolism,04147 Exosome [BR:ko04147]
leuB,K00052,9105,Amino acid metabolism,"00290 Valine, leucine and isoleucine biosynthesis [PATH:ko00290]"
leuB,K00052,9101,Carbohydrate metabolism,00660 C5-Branched dibasic acid metabolism [PATH:ko00660]
ilvC,K00053,9108,Metabolism of cofactors and vitamins,00770 Pantothenate and CoA biosynthesis [PATH:ko00770]
ilvC,K00053,9105,Amino acid metabolism,"00290 Valine, leucine and isoleucine biosynthesis [PATH:ko00290]"
serA,K00058,9141,Transport and catabolism,04147 Exosome [BR:ko04147]
der,K00058,9141,Transport and catabolism,04147 Exosome [BR:ko04147]
serA,K00058,9102,Energy metabolism,00680 Methane metabolism [PATH:ko00680]
der,K00058,9102,Energy metabolism,00680 Methane metabolism [PATH:ko00680]
serA,K00058,9105,Amino acid metabolism,"00260 Glycine, serine and threonine metabolism [PATH:ko00260]"
der,K00058,9105,Amino acid metabolism,"00260 Glycine, serine and threonine metabolism [PATH:ko00260]"
fabG,K00059,9103,Lipid metabolism,01004 Lipid biosynthesis proteins [BR:ko01004]
fabG,K00059,9110,Biosynthesis of other secondary metabolites,00333 Prodigiosin biosyntheses [PATH:ko00333]
fabG,K00059,9103,Lipid metabolism,00061 Fatty acid biosynthesis [PATH:ko00061]
fabG,K00059,9108,Metabolism of cofactors and vitamins,00780 Biotin metabolism [PATH:ko00780]
fabG,K00059,9103,Lipid metabolism,01040 Biosynthesis of unsaturated fatty acids [PATH:ko01040]
rmlD,K00067,9110,Biosynthesis of other secondary metabolites,00521 Streptomycin biosynthesis [PATH:ko00521]
rmlD,K00067,9109,Metabolism of terpenoids and polyketides,00523 Polyketide sugar unit biosynthesis [PATH:ko00523]
murB,K00075,9101,Carbohydrate metabolism,00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
murB,K00075,9107,Glycan biosynthesis and metabolism,01011 Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]
murB,K00075,9107,Glycan biosynthesis and metabolism,00550 Peptidoglycan biosynthesis [PATH:ko00550]
ribG,K00082,9108,Metabolism of cofactors and vitamins,00740 Riboflavin metabolism [PATH:ko00740]
guaB,K00088,9141,Transport and catabolism,04147 Exosome [BR:ko04147]
guaB,K00088,9104,Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230]
guaB,K00088,9111,Xenobiotics biodegradation and metabolism,00983 Drug metabolism - other enzymes [PATH:ko00983]
PMM1377,K00091,9191,Metabolism,99988 Biosynthesis and biodegradation of secondary metabolites
pdxA,K00097,9108,Metabolism of cofactors and vitamins,00750 Vitamin B6 metabolism [PATH:ko00750]
dxr,K00099,9109,Metabolism of terpenoids and polyketides,00900 Terpenoid backbone biosynthesis [PATH:ko00900]
mqoA,K00116,9101,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620]
mqoA,K00116,9101,Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ko00020]
frmA,K00121,9105,Amino acid metabolism,00350 Tyrosine metabolism [PATH:ko00350]
frmA,K00121,9111,Xenobiotics biodegradation and metabolism,00625 Chloroalkane and chloroalkene degradation [PATH:ko00625]
frmA,K00121,9101,Carbohydrate metabolism,00010 Glycolysis / Gluconeogenesis [PATH:ko00010]
frmA,K00121,9111,Xenobiotics biodegradation and metabolism,00980 Metabolism of xenobiotics by cytochrome P450 [PATH:ko00980]
frmA,K00121,9102,Energy metabolism,00680 Methane metabolism [PATH:ko00680]
frmA,K00121,9103,Lipid metabolism,00071 Fatty acid degradation [PATH:ko00071]
frmA,K00121,9108,Metabolism of cofactors and vitamins,00830 Retinol metabolism [PATH:ko00830]
frmA,K00121,9111,Xenobiotics biodegradation and metabolism,00626 Naphthalene degradation [PATH:ko00626]
frmA,K00121,9111,Xenobiotics biodegradation and metabolism,00982 Drug metabolism - cytochrome P450 [PATH:ko00982]
frmA,K00121,9161,Cancers,05204 Chemical carcinogenesis [PATH:ko05204]
PMM0331,K00128,9101,Carbohydrate metabolism,00053 Ascorbate and aldarate metabolism [PATH:ko00053]
PMM0331,K00128,9105,Amino acid metabolism,00310 Lysine degradation [PATH:ko00310]
PMM0331,K00128,9111,Xenobiotics biodegradation and metabolism,00625 Chloroalkane and chloroalkene degradation [PATH:ko00625]
PMM0331,K00128,9109,Metabolism of terpenoids and polyketides,00903 Limonene and pinene degradation [PATH:ko00903]
PMM0331,K00128,9103,Lipid metabolism,00071 Fatty acid degradation [PATH:ko00071]
PMM0331,K00128,9105,Amino acid metabolism,"00280 Valine, leucine and isoleucine degradation [PATH:ko00280]"
PMM0331,K00128,9103,Lipid metabolism,00561 Glycerolipid metabolism [PATH:ko00561]
PMM0331,K00128,9105,Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ko00330]
PMM0331,K00128,9105,Amino acid metabolism,00380 Tryptophan metabolism [PATH:ko00380]
PMM0331,K00128,9106,Metabolism of other amino acids,00410 beta-Alanine metabolism [PATH:ko00410]
PMM0331,K00128,9101,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620]
PMM0331,K00128,9109,Metabolism of terpenoids and polyketides,00981 Insect hormone biosynthesis [PATH:ko00981]
PMM0331,K00128,9105,Amino acid metabolism,00340 Histidine metabolism [PATH:ko00340]
PMM0331,K00128,9101,Carbohydrate metabolism,00010 Glycolysis / Gluconeogenesis [PATH:ko00010]
PMM0331,K00129,9105,Amino acid metabolism,00350 Tyrosine metabolism [PATH:ko00350]
PMM0331,K00129,9101,Carbohydrate metabolism,00010 Glycolysis / Gluconeogenesis [PATH:ko00010]
PMM0331,K00129,9111,Xenobiotics biodegradation and metabolism,00980 Metabolism of xenobiotics by cytochrome P450 [PATH:ko00980]
PMM0331,K00129,9111,Xenobiotics biodegradation and metabolism,00982 Drug metabolism - cytochrome P450 [PATH:ko00982]
PMM0331,K00129,9161,Cancers,05204 Chemical carcinogenesis [PATH:ko05204]
PMM0331,K00129,9105,Amino acid metabolism,00360 Phenylalanine metabolism [PATH:ko00360]
PMM0331,K00129,9105,Amino acid metabolism,00340 Histidine metabolism [PATH:ko00340]
PMM0331,K00129,9106,Metabolism of other amino acids,00410 beta-Alanine metabolism [PATH:ko00410]
asd,K00133,9110,Biosynthesis of other secondary metabolites,00261 Monobactam biosynthesis [PATH:ko00261]
asd,K00133,9105,Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ko00270]
asd,K00133,9105,Amino acid metabolism,00300 Lysine biosynthesis [PATH:ko00300]
asd,K00133,9105,Amino acid metabolism,"00260 Glycine, serine and threonine metabolism [PATH:ko00260]"
gap3,K00134,9101,Carbohydrate metabolism,00010 Glycolysis / Gluconeogenesis [PATH:ko00010]
gap3,K00134,9132,Signal transduction,04066 HIF-1 signaling pathway [PATH:ko04066]
gap3,K00134,9163,Neurodegenerative diseases,05010 Alzheimer's disease [PATH:ko05010]
gap3,K00134,9102,Energy metabolism,00710 Carbon fixation in photosynthetic organisms [PATH:ko00710]
gap3,K00134,9141,Transport and catabolism,04147 Exosome [BR:ko04147]
gap3,K00134,9123,"Folding, sorting and degradation",04131 Membrane trafficking [BR:ko04131]
argC,K00145,9105,Amino acid metabolism,00220 Arginine biosynthesis [PATH:ko00220]
proA,K00147,9105,Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ko00330]
proA,K00147,9110,Biosynthesis of other secondary metabolites,00332 Carbapenem biosynthesis [PATH:ko00332]
gap2,K00150,9101,Carbohydrate metabolism,00010 Glycolysis / Gluconeogenesis [PATH:ko00010]
gap2,K00150,9102,Energy metabolism,00710 Carbon fixation in photosynthetic organisms [PATH:ko00710]
acoA,K00161,9161,Cancers,05230 Central carbon metabolism in cancer [PATH:ko05230]
PMM1229,K00161,9161,Cancers,05230 Central carbon metabolism in cancer [PATH:ko05230]
acoA,K00161,9152,Endocrine system,04922 Glucagon signaling pathway [PATH:ko04922]
PMM1229,K00161,9152,Endocrine system,04922 Glucagon signaling pathway [PATH:ko04922]
acoA,K00161,9101,Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ko00020]
PMM1229,K00161,9101,Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ko00020]
acoA,K00161,9101,Carbohydrate metabolism,00010 Glycolysis / Gluconeogenesis [PATH:ko00010]
PMM1229,K00161,9101,Carbohydrate metabolism,00010 Glycolysis / Gluconeogenesis [PATH:ko00010]
acoA,K00161,9132,Signal transduction,04066 HIF-1 signaling pathway [PATH:ko04066]
PMM1229,K00161,9132,Signal transduction,04066 HIF-1 signaling pathway [PATH:ko04066]
acoA,K00161,9101,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620]
PMM1229,K00161,9101,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620]
acoB,K00162,9101,Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ko00020]
acoB,K00162,9152,Endocrine system,04922 Glucagon signaling pathway [PATH:ko04922]
acoB,K00162,9101,Carbohydrate metabolism,00010 Glycolysis / Gluconeogenesis [PATH:ko00010]
acoB,K00162,9161,Cancers,05230 Central carbon metabolism in cancer [PATH:ko05230]
acoB,K00162,9132,Signal transduction,04066 HIF-1 signaling pathway [PATH:ko04066]
acoB,K00162,9101,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620]
bfmBA,K00167,9105,Amino acid metabolism,"00280 Valine, leucine and isoleucine degradation [PATH:ko00280]"
bfmBA,K00167,9101,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640]
fabI,K00208,9110,Biosynthesis of other secondary metabolites,00333 Prodigiosin biosyntheses [PATH:ko00333]
fabI,K00208,9103,Lipid metabolism,01004 Lipid biosynthesis proteins [BR:ko01004]
fabI,K00208,9103,Lipid metabolism,00061 Fatty acid biosynthesis [PATH:ko00061]
fabI,K00208,9108,Metabolism of cofactors and vitamins,00780 Biotin metabolism [PATH:ko00780]
dapB,K00215,9110,Biosynthesis of other secondary metabolites,00261 Monobactam biosynthesis [PATH:ko00261]
dapB,K00215,9105,Amino acid metabolism,00300 Lysine biosynthesis [PATH:ko00300]
PMM1361,K00218,9108,Metabolism of cofactors and vitamins,00860 Porphyrin and chlorophyll metabolism [PATH:ko00860]
por_2,K00218,9108,Metabolism of cofactors and vitamins,00860 Porphyrin and chlorophyll metabolism [PATH:ko00860]
por,K00218,9108,Metabolism of cofactors and vitamins,00860 Porphyrin and chlorophyll metabolism [PATH:ko00860]
hemF,K00228,9108,Metabolism of cofactors and vitamins,00860 Porphyrin and chlorophyll metabolism [PATH:ko00860]
pyrD,K00254,9104,Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:ko00240]
PMM1703,K00273,9105,Amino acid metabolism,"00260 Glycine, serine and threonine metabolism [PATH:ko00260]"
PMM1703,K00273,9106,Metabolism of other amino acids,00472 D-Arginine and D-ornithine metabolism [PATH:ko00472]
PMM1703,K00273,9105,Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ko00330]
PMM1703,K00273,9110,Biosynthesis of other secondary metabolites,00311 Penicillin and cephalosporin biosynthesis [PATH:ko00311]
PMM1703,K00273,9141,Transport and catabolism,04146 Peroxisome [PATH:ko04146]
PMM1358,K00275,9108,Metabolism of cofactors and vitamins,00750 Vitamin B6 metabolism [PATH:ko00750]
nadB,K00278,9108,Metabolism of cofactors and vitamins,00760 Nicotinate and nicotinamide metabolism [PATH:ko00760]
nadB,K00278,9105,Amino acid metabolism,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]"
gcvP,K00281,9101,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
gcvP,K00281,9105,Amino acid metabolism,"00260 Glycine, serine and threonine metabolism [PATH:ko00260]"
glsF,K00284,9102,Energy metabolism,00910 Nitrogen metabolism [PATH:ko00910]
glsF,K00284,9101,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
proC,K00286,9105,Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ko00330]
metF,K00297,9168,Drug resistance,01523 Antifolate resistance [PATH:ko01523]
metF,K00297,9102,Energy metabolism,00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]
metF,K00297,9108,Metabolism of cofactors and vitamins,00670 One carbon pool by folate [PATH:ko00670]
pntA-2,K00324,9108,Metabolism of cofactors and vitamins,00760 Nicotinate and nicotinamide metabolism [PATH:ko00760]
pntA,K00324,9108,Metabolism of cofactors and vitamins,00760 Nicotinate and nicotinamide metabolism [PATH:ko00760]
pntB,K00325,9108,Metabolism of cofactors and vitamins,00760 Nicotinate and nicotinamide metabolism [PATH:ko00760]
lpd,K00382,9101,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640]
lpd,K00382,9101,Carbohydrate metabolism,00010 Glycolysis / Gluconeogenesis [PATH:ko00010]
lpd,K00382,9101,Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ko00020]
lpd,K00382,9101,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
lpd,K00382,9105,Amino acid metabolism,"00260 Glycine, serine and threonine metabolism [PATH:ko00260]"
lpd,K00382,9105,Amino acid metabolism,"00280 Valine, leucine and isoleucine degradation [PATH:ko00280]"
lpd,K00382,9101,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620]
lpd,K00382,9141,Transport and catabolism,04147 Exosome [BR:ko04147]
gorA,K00383,9106,Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ko00480]
gorA,K00383,9152,Endocrine system,04918 Thyroid hormone synthesis [PATH:ko04918]
trxB_a,K00384,9106,Metabolism of other amino acids,00450 Selenocompound metabolism [PATH:ko00450]
trxB,K00384,9106,Metabolism of other amino acids,00450 Selenocompound metabolism [PATH:ko00450]
cysH,K00390,9102,Energy metabolism,00920 Sulfur metabolism [PATH:ko00920]
sirA,K00392,9102,Energy metabolism,00920 Sulfur metabolism [PATH:ko00920]
sir,K00392,9102,Energy metabolism,00920 Sulfur metabolism [PATH:ko00920]
btuE,K00432,9106,Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ko00480]
btuE,K00432,9152,Endocrine system,04918 Thyroid hormone synthesis [PATH:ko04918]
btuE,K00432,9103,Lipid metabolism,00590 Arachidonic acid metabolism [PATH:ko00590]
serC,K00436,9191,Metabolism,99982 Energy metabolism
PMM0280,K00464,9191,Metabolism,99987 Metabolism of cofactors and vitamins
desC,K00507,9149,Aging,04212 Longevity regulating pathway - worm [PATH:ko04212]
desC,K00507,9103,Lipid metabolism,01004 Lipid biosynthesis proteins [BR:ko01004]
desC,K00507,9103,Lipid metabolism,01040 Biosynthesis of unsaturated fatty acids [PATH:ko01040]
desC,K00507,9152,Endocrine system,03320 PPAR signaling pathway [PATH:ko03320]
desC,K00507,9132,Signal transduction,04152 AMPK signaling pathway [PATH:ko04152]
zds,K00514,9109,Metabolism of terpenoids and polyketides,00906 Carotenoid biosynthesis [PATH:ko00906]
sodN,K00518,9193,Cellular processes and signaling,99994 Inorganic ion transport and metabolism
nrdJ,K00524,9104,Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230]
nrdJ,K00524,9104,Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:ko00240]
arsC,K00537,9191,Metabolism,99999 Others
metH,K00548,9105,Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ko00270]
metH,K00548,9108,Metabolism of cofactors and vitamins,00670 One carbon pool by folate [PATH:ko00670]
metH,K00548,9106,Metabolism of other amino acids,00450 Selenocompound metabolism [PATH:ko00450]
trmD,K00554,9122,Translation,03016 Transfer RNA biogenesis [BR:ko03016]
trmH,K00556,9122,Translation,03016 Transfer RNA biogenesis [BR:ko03016]
mnmA,K00566,9123,"Folding, sorting and degradation",04122 Sulfur relay system [PATH:ko04122]
mnmA,K00566,9122,Translation,03016 Transfer RNA biogenesis [BR:ko03016]
PMM1841,K00571,9141,Transport and catabolism,02048 Prokaryotic Defense System [BR:ko02048]
cobL,K00595,9108,Metabolism of cofactors and vitamins,00860 Porphyrin and chlorophyll metabolism [PATH:ko00860]
glyA,K00600,9105,Amino acid metabolism,"00260 Glycine, serine and threonine metabolism [PATH:ko00260]"
glyA,K00600,9106,Metabolism of other amino acids,00460 Cyanoamino acid metabolism [PATH:ko00460]
glyA,K00600,9102,Energy metabolism,00680 Methane metabolism [PATH:ko00680]
glyA,K00600,9108,Metabolism of cofactors and vitamins,00670 One carbon pool by folate [PATH:ko00670]
glyA,K00600,9101,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
glyA,K00600,9168,Drug resistance,01523 Antifolate resistance [PATH:ko01523]
purH,K00602,9108,Metabolism of cofactors and vitamins,00670 One carbon pool by folate [PATH:ko00670]
purH,K00602,9168,Drug resistance,01523 Antifolate resistance [PATH:ko01523]
purH,K00602,9141,Transport and catabolism,04147 Exosome [BR:ko04147]
purH,K00602,9104,Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230]
fmt,K00604,9108,Metabolism of cofactors and vitamins,00670 One carbon pool by folate [PATH:ko00670]
fmt,K00604,9122,Translation,00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970]
gcvT,K00605,9108,Metabolism of cofactors and vitamins,00670 One carbon pool by folate [PATH:ko00670]
gcvT,K00605,9105,Amino acid metabolism,"00260 Glycine, serine and threonine metabolism [PATH:ko00260]"
gcvT,K00605,9101,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
panB,K00606,9108,Metabolism of cofactors and vitamins,00770 Pantothenate and CoA biosynthesis [PATH:ko00770]
pyrB,K00609,9104,Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:ko00240]
pyrB,K00609,9105,Amino acid metabolism,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]"
argF,K00611,9105,Amino acid metabolism,00220 Arginine biosynthesis [PATH:ko00220]
PMM1246,K00612,9192,Genetic information processing,99975 Protein folding and associated processing
PMM1250,K00612,9192,Genetic information processing,99975 Protein folding and associated processing
PMM1251,K00612,9192,Genetic information processing,99975 Protein folding and associated processing
PMM1236,K00615,9109,Metabolism of terpenoids and polyketides,01051 Biosynthesis of ansamycins [PATH:ko01051]
PMM1235,K00615,9109,Metabolism of terpenoids and polyketides,01051 Biosynthesis of ansamycins [PATH:ko01051]
tkt,K00615,9109,Metabolism of terpenoids and polyketides,01051 Biosynthesis of ansamycins [PATH:ko01051]
PMM1236,K00615,9101,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030]
PMM1235,K00615,9101,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030]
tkt,K00615,9101,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030]
PMM1236,K00615,9102,Energy metabolism,00710 Carbon fixation in photosynthetic organisms [PATH:ko00710]
PMM1235,K00615,9102,Energy metabolism,00710 Carbon fixation in photosynthetic organisms [PATH:ko00710]
tkt,K00615,9102,Energy metabolism,00710 Carbon fixation in photosynthetic organisms [PATH:ko00710]
tal,K00616,9101,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030]
argJ,K00620,9105,Amino acid metabolism,00220 Arginine biosynthesis [PATH:ko00220]
aceF,K00627,9101,Carbohydrate metabolism,00010 Glycolysis / Gluconeogenesis [PATH:ko00010]
aceF,K00627,9101,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620]
aceF,K00627,9101,Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ko00020]
bioF,K00639,9105,Amino acid metabolism,"00260 Glycine, serine and threonine metabolism [PATH:ko00260]"
bioF,K00639,9105,Amino acid metabolism,01007 Amino acid related enzymes [BR:ko01007]
cysE,K00640,9105,Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ko00270]
cysE,K00640,9145,Cellular community - prokaryotes,05111 Biofilm formation - Vibrio cholerae [PATH:ko05111]
cysE,K00640,9102,Energy metabolism,00920 Sulfur metabolism [PATH:ko00920]
fabD,K00645,9110,Biosynthesis of other secondary metabolites,00333 Prodigiosin biosyntheses [PATH:ko00333]
fabD,K00645,9103,Lipid metabolism,01004 Lipid biosynthesis proteins [BR:ko01004]
fabD,K00645,9103,Lipid metabolism,00061 Fatty acid biosynthesis [PATH:ko00061]
fabH,K00648,9103,Lipid metabolism,00061 Fatty acid biosynthesis [PATH:ko00061]
fabH,K00648,9103,Lipid metabolism,01004 Lipid biosynthesis proteins [BR:ko01004]
metA,K00651,9102,Energy metabolism,00920 Sulfur metabolism [PATH:ko00920]
metA,K00651,9105,Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ko00270]
bioF,K00652,9105,Amino acid metabolism,01007 Amino acid related enzymes [BR:ko01007]
bioF,K00652,9108,Metabolism of cofactors and vitamins,00780 Biotin metabolism [PATH:ko00780]
PMM1108,K00655,9103,Lipid metabolism,00564 Glycerophospholipid metabolism [PATH:ko00564]
plsC,K00655,9103,Lipid metabolism,00564 Glycerophospholipid metabolism [PATH:ko00564]
PMM1108,K00655,9103,Lipid metabolism,00561 Glycerolipid metabolism [PATH:ko00561]
plsC,K00655,9103,Lipid metabolism,00561 Glycerolipid metabolism [PATH:ko00561]
PMM1108,K00655,9103,Lipid metabolism,01004 Lipid biosynthesis proteins [BR:ko01004]
plsC,K00655,9103,Lipid metabolism,01004 Lipid biosynthesis proteins [BR:ko01004]
lpxA,K00677,9107,Glycan biosynthesis and metabolism,00540 Lipopolysaccharide biosynthesis [PATH:ko00540]
lpxA,K00677,9107,Glycan biosynthesis and metabolism,01005 Lipopolysaccharide biosynthesis proteins [BR:ko01005]
lpxA,K00677,9168,Drug resistance,01503 Cationic antimicrobial peptide (CAMP) resistance [PATH:ko01503]
glgP,K00688,9145,Cellular community - prokaryotes,02026 Biofilm formation - Escherichia coli [PATH:ko02026]
glgP,K00688,9166,Endocrine and metabolic diseases,04931 Insulin resistance [PATH:ko04931]
glgP,K00688,9152,Endocrine system,04910 Insulin signaling pathway [PATH:ko04910]
glgP,K00688,9143,Cell growth and death,04217 Necroptosis [PATH:ko04217]
glgP,K00688,9101,Carbohydrate metabolism,00500 Starch and sucrose metabolism [PATH:ko00500]
glgP,K00688,9152,Endocrine system,04922 Glucagon signaling pathway [PATH:ko04922]
amyA,K00690,9101,Carbohydrate metabolism,00500 Starch and sucrose metabolism [PATH:ko00500]
spsA,K00696,9101,Carbohydrate metabolism,00500 Starch and sucrose metabolism [PATH:ko00500]
glgB,K00700,9101,Carbohydrate metabolism,00500 Starch and sucrose metabolism [PATH:ko00500]
glgB,K00700,9141,Transport and catabolism,04147 Exosome [BR:ko04147]
glgA,K00703,9107,Glycan biosynthesis and metabolism,01003 Glycosyltransferases [BR:ko01003]
glgA,K00703,9101,Carbohydrate metabolism,00500 Starch and sucrose metabolism [PATH:ko00500]
glgA,K00703,9145,Cellular community - prokaryotes,02026 Biofilm formation - Escherichia coli [PATH:ko02026]
malQ,K00705,9101,Carbohydrate metabolism,00500 Starch and sucrose metabolism [PATH:ko00500]
cds-WP_011132834.1,K00721,9107,Glycan biosynthesis and metabolism,01003 Glycosyltransferases [BR:ko01003]
PMM1199,K00721,9107,Glycan biosynthesis and metabolism,01003 Glycosyltransferases [BR:ko01003]
PMM1522,K00721,9107,Glycan biosynthesis and metabolism,01003 Glycosyltransferases [BR:ko01003]
cds-WP_011132834.1,K00721,9107,Glycan biosynthesis and metabolism,00510 N-Glycan biosynthesis [PATH:ko00510]
PMM1199,K00721,9107,Glycan biosynthesis and metabolism,00510 N-Glycan biosynthesis [PATH:ko00510]
PMM1522,K00721,9107,Glycan biosynthesis and metabolism,00510 N-Glycan biosynthesis [PATH:ko00510]
cds-WP_011132840.1,K00728,9107,Glycan biosynthesis and metabolism,01003 Glycosyltransferases [BR:ko01003]
cds-WP_036930537.1,K00728,9107,Glycan biosynthesis and metabolism,01003 Glycosyltransferases [BR:ko01003]
cds-WP_011132840.1,K00728,9107,Glycan biosynthesis and metabolism,00515 Mannose type O-glycan biosyntheis [PATH:ko00515]
cds-WP_036930537.1,K00728,9107,Glycan biosynthesis and metabolism,00515 Mannose type O-glycan biosyntheis [PATH:ko00515]
cds-WP_011132840.1,K00728,9107,Glycan biosynthesis and metabolism,00514 Other types of O-glycan biosynthesis [PATH:ko00514]
cds-WP_036930537.1,K00728,9107,Glycan biosynthesis and metabolism,00514 Other types of O-glycan biosynthesis [PATH:ko00514]
lpxB,K00748,9107,Glycan biosynthesis and metabolism,01003 Glycosyltransferases [BR:ko01003]
PMM0059,K00748,9107,Glycan biosynthesis and metabolism,01003 Glycosyltransferases [BR:ko01003]
lpxB,K00748,9107,Glycan biosynthesis and metabolism,01005 Lipopolysaccharide biosynthesis proteins [BR:ko01005]
PMM0059,K00748,9107,Glycan biosynthesis and metabolism,01005 Lipopolysaccharide biosynthesis proteins [BR:ko01005]
lpxB,K00748,9107,Glycan biosynthesis and metabolism,00540 Lipopolysaccharide biosynthesis [PATH:ko00540]
